mapping_id,source_asset_type,source_stable_id,target_asset_type,target_stable_id,mapping_type,confidence,source_material_ids,evidence_locations,impact_scope,review_status,auto_apply_allowed,rollback_required,notes
MAP-C003-00250,textbook_chapter,TBPHY-C003-119,knowledge_point,KPHY-C003-046,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00251,textbook_chapter,TBPHY-C003-120,knowledge_point,KPHY-C003-047,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00252,textbook_chapter,TBPHY-C003-121,knowledge_point,KPHY-C003-100,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00253,textbook_chapter,TBPHY-C003-121,knowledge_point,KPHY-C003-102,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00254,textbook_chapter,TBPHY-C003-121,knowledge_point,KPHY-C003-047,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00255,textbook_chapter,TBPHY-C003-122,knowledge_point,KPHY-C003-048,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00256,textbook_chapter,TBPHY-C003-123,knowledge_point,KPHY-C003-049,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00257,textbook_chapter,TBPHY-C003-124,knowledge_point,KPHY-C003-049,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00258,textbook_chapter,TBPHY-C003-125,knowledge_point,KPHY-C003-049,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00259,textbook_chapter,TBPHY-C003-126,knowledge_point,KPHY-C003-049,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00260,textbook_chapter,TBPHY-C003-126,knowledge_point,KPHY-C003-038,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00261,textbook_chapter,TBPHY-C003-127,knowledge_point,KPHY-C003-071,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00262,textbook_chapter,TBPHY-C003-127,knowledge_point,KPHY-C003-072,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00263,textbook_chapter,TBPHY-C003-127,knowledge_point,KPHY-C003-073,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00264,textbook_chapter,TBPHY-C003-128,knowledge_point,KPHY-C003-071,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00265,textbook_chapter,TBPHY-C003-128,knowledge_point,KPHY-C003-072,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00266,textbook_chapter,TBPHY-C003-129,knowledge_point,KPHY-C003-073,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00267,textbook_chapter,TBPHY-C003-130,knowledge_point,KPHY-C003-100,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00268,textbook_chapter,TBPHY-C003-130,knowledge_point,KPHY-C003-103,related,0.88,SRC-C003-004,目录p4-p7,textbook_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00269,exam_point,EPHY-C003-001,knowledge_point,KPHY-C003-025,related,0.82,SRC-C003-005,2016Q01,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00270,exam_point,EPHY-C003-001,knowledge_point,KPHY-C003-014,related,0.82,SRC-C003-005,2016Q01,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00271,exam_point,EPHY-C003-002,knowledge_point,KPHY-C003-026,related,0.82,SRC-C003-005;SRC-C003-008;SRC-C003-014;SRC-C003-017;SRC-C003-019;SRC-C003-022;SRC-C003-025,2016Q09;2017Q17;2017Q19;2017Q24;2019Q15;2020Q20;2021Q16;2022Q04;2022Q13;2022Q15;2023Q13,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00272,exam_point,EPHY-C003-003,knowledge_point,KPHY-C003-037,related,0.82,SRC-C003-005;SRC-C003-008;SRC-C003-014;SRC-C003-017;SRC-C003-019;SRC-C003-022;SRC-C003-025;SRC-C003-028;SRC-C003-031,2016Q02;2017Q05;2019Q05;2020Q05;2021Q03;2022Q07;2023Q05;2024Q04;2025Q04,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00273,exam_point,EPHY-C003-004,knowledge_point,KPHY-C003-036,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00274,exam_point,EPHY-C003-005,knowledge_point,KPHY-C003-005,related,0.82,SRC-C003-005;SRC-C003-025;SRC-C003-028;SRC-C003-031,2016Q08;2016Q14;2023Q09;2024Q05;2025Q16,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00275,exam_point,EPHY-C003-005,knowledge_point,KPHY-C003-006,related,0.82,SRC-C003-005;SRC-C003-025;SRC-C003-028;SRC-C003-031,2016Q08;2016Q14;2023Q09;2024Q05;2025Q16,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00276,exam_point,EPHY-C003-005,knowledge_point,KPHY-C003-007,related,0.82,SRC-C003-005;SRC-C003-025;SRC-C003-028;SRC-C003-031,2016Q08;2016Q14;2023Q09;2024Q05;2025Q16,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00277,exam_point,EPHY-C003-006,knowledge_point,KPHY-C003-004,related,0.82,SRC-C003-005;SRC-C003-014;SRC-C003-017;SRC-C003-019,2016Q12;2019Q07;2020Q19;2021Q15,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00278,exam_point,EPHY-C003-006,knowledge_point,KPHY-C003-005,related,0.82,SRC-C003-005;SRC-C003-014;SRC-C003-017;SRC-C003-019,2016Q12;2019Q07;2020Q19;2021Q15,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00279,exam_point,EPHY-C003-006,knowledge_point,KPHY-C003-006,related,0.82,SRC-C003-005;SRC-C003-014;SRC-C003-017;SRC-C003-019,2016Q12;2019Q07;2020Q19;2021Q15,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00280,exam_point,EPHY-C003-006,knowledge_point,KPHY-C003-082,related,0.82,SRC-C003-005;SRC-C003-014;SRC-C003-017;SRC-C003-019,2016Q12;2019Q07;2020Q19;2021Q15,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00281,exam_point,EPHY-C003-007,knowledge_point,KPHY-C003-023,related,0.82,SRC-C003-008,2017Q06,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00282,exam_point,EPHY-C003-007,knowledge_point,KPHY-C003-059,related,0.82,SRC-C003-008,2017Q06,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00283,exam_point,EPHY-C003-008,knowledge_point,KPHY-C003-059,related,0.82,SRC-C003-005,2016Q07,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00284,exam_point,EPHY-C003-009,knowledge_point,KPHY-C003-060,related,0.82,SRC-C003-008;SRC-C003-011;SRC-C003-025,2017Q09;2018Q23;2023Q10,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00285,exam_point,EPHY-C003-010,knowledge_point,KPHY-C003-061,related,0.82,SRC-C003-014,2019Q09,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00286,exam_point,EPHY-C003-010,knowledge_point,KPHY-C003-070,related,0.82,SRC-C003-014,2019Q09,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00287,exam_point,EPHY-C003-011,knowledge_point,KPHY-C003-017,related,0.82,SRC-C003-005;SRC-C003-011;SRC-C003-017;SRC-C003-019,2016Q03;2016Q04;2016Q17;2018Q06;2020Q24;2021Q02,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00288,exam_point,EPHY-C003-011,knowledge_point,KPHY-C003-018,related,0.82,SRC-C003-005;SRC-C003-011;SRC-C003-017;SRC-C003-019,2016Q03;2016Q04;2016Q17;2018Q06;2020Q24;2021Q02,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00289,exam_point,EPHY-C003-012,knowledge_point,KPHY-C003-043,related,0.82,SRC-C003-005;SRC-C003-019;SRC-C003-022;SRC-C003-025;SRC-C003-028,2016Q06;2021Q04;2022Q08;2023Q04;2024Q07,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00290,exam_point,EPHY-C003-013,knowledge_point,KPHY-C003-028,related,0.82,SRC-C003-011;SRC-C003-017;SRC-C003-019,2018Q07;2018Q08;2020Q16;2021Q12,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00291,exam_point,EPHY-C003-013,knowledge_point,KPHY-C003-029,related,0.82,SRC-C003-011;SRC-C003-017;SRC-C003-019,2018Q07;2018Q08;2020Q16;2021Q12,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00292,exam_point,EPHY-C003-014,knowledge_point,KPHY-C003-027,related,0.82,SRC-C003-005;SRC-C003-008;SRC-C003-011;SRC-C003-014;SRC-C003-019;SRC-C003-022;SRC-C003-031,2016Q11;2016Q15;2017Q15;2018Q14;2019Q08;2021Q10;2021Q13;2022Q17;2025Q09,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00293,exam_point,EPHY-C003-014,knowledge_point,KPHY-C003-029,related,0.82,SRC-C003-005;SRC-C003-008;SRC-C003-011;SRC-C003-014;SRC-C003-019;SRC-C003-022;SRC-C003-031,2016Q11;2016Q15;2017Q15;2018Q14;2019Q08;2021Q10;2021Q13;2022Q17;2025Q09,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00294,exam_point,EPHY-C003-015,knowledge_point,KPHY-C003-027,related,0.82,SRC-C003-005;SRC-C003-031,2016Q10;2025Q07,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00295,exam_point,EPHY-C003-015,knowledge_point,KPHY-C003-053,related,0.82,SRC-C003-005;SRC-C003-031,2016Q10;2025Q07,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00296,exam_point,EPHY-C003-016,knowledge_point,KPHY-C003-030,related,0.82,SRC-C003-008;SRC-C003-011;SRC-C003-017;SRC-C003-022,2017Q07;2018Q11;2020Q06;2022Q05,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00297,exam_point,EPHY-C003-017,knowledge_point,KPHY-C003-055,related,0.82,SRC-C003-005;SRC-C003-011;SRC-C003-014;SRC-C003-017;SRC-C003-025;SRC-C003-028,2016Q16;2018Q10;2019Q21;2020Q07;2023Q07;2024Q12,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00298,exam_point,EPHY-C003-017,knowledge_point,KPHY-C003-070,related,0.82,SRC-C003-005;SRC-C003-011;SRC-C003-014;SRC-C003-017;SRC-C003-025;SRC-C003-028,2016Q16;2018Q10;2019Q21;2020Q07;2023Q07;2024Q12,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00299,exam_point,EPHY-C003-018,knowledge_point,KPHY-C003-053,related,0.82,SRC-C003-005;SRC-C003-008;SRC-C003-011;SRC-C003-014;SRC-C003-017;SRC-C003-019;SRC-C003-025;SRC-C003-028,2016Q24;2017Q12;2018Q17;2019Q20;2020Q21;2021Q06;2023Q06;2024Q16,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00300,exam_point,EPHY-C003-018,knowledge_point,KPHY-C003-056,related,0.82,SRC-C003-005;SRC-C003-008;SRC-C003-011;SRC-C003-014;SRC-C003-017;SRC-C003-019;SRC-C003-025;SRC-C003-028,2016Q24;2017Q12;2018Q17;2019Q20;2020Q21;2021Q06;2023Q06;2024Q16,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00301,exam_point,EPHY-C003-018,knowledge_point,KPHY-C003-057,related,0.82,SRC-C003-005;SRC-C003-008;SRC-C003-011;SRC-C003-014;SRC-C003-017;SRC-C003-019;SRC-C003-025;SRC-C003-028,2016Q24;2017Q12;2018Q17;2019Q20;2020Q21;2021Q06;2023Q06;2024Q16,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00302,exam_point,EPHY-C003-019,knowledge_point,KPHY-C003-031,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00303,exam_point,EPHY-C003-019,knowledge_point,KPHY-C003-083,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00304,exam_point,EPHY-C003-020,knowledge_point,KPHY-C003-032,related,0.82,SRC-C003-005;SRC-C003-011;SRC-C003-014;SRC-C003-017;SRC-C003-019;SRC-C003-022;SRC-C003-025;SRC-C003-031,2016Q18;2018Q18;2019Q18;2020Q11;2021Q05;2022Q14;2023Q14;2025Q10,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00305,exam_point,EPHY-C003-021,knowledge_point,KPHY-C003-033,related,0.82,SRC-C003-008;SRC-C003-011;SRC-C003-014;SRC-C003-022;SRC-C003-028,2017Q08;2018Q15;2019Q17;2019Q19;2022Q06;2024Q14,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00306,exam_point,EPHY-C003-022,knowledge_point,KPHY-C003-034,related,0.82,SRC-C003-011;SRC-C003-014;SRC-C003-022;SRC-C003-025;SRC-C003-028;SRC-C003-031,2018Q21;2019Q11;2022Q10;2023Q17;2024Q06;2025Q18,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00307,exam_point,EPHY-C003-023,knowledge_point,KPHY-C003-038,related,0.82,SRC-C003-008;SRC-C003-011;SRC-C003-017;SRC-C003-022;SRC-C003-028,2017Q13;2018Q13;2020Q14;2022Q11;2024Q11,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00308,exam_point,EPHY-C003-023,knowledge_point,KPHY-C003-041,related,0.82,SRC-C003-008;SRC-C003-011;SRC-C003-017;SRC-C003-022;SRC-C003-028,2017Q13;2018Q13;2020Q14;2022Q11;2024Q11,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00309,exam_point,EPHY-C003-023,knowledge_point,KPHY-C003-049,related,0.82,SRC-C003-008;SRC-C003-011;SRC-C003-017;SRC-C003-022;SRC-C003-028,2017Q13;2018Q13;2020Q14;2022Q11;2024Q11,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00310,exam_point,EPHY-C003-024,knowledge_point,KPHY-C003-039,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00311,exam_point,EPHY-C003-025,knowledge_point,KPHY-C003-040,related,0.82,SRC-C003-005;SRC-C003-008;SRC-C003-011;SRC-C003-014;SRC-C003-017;SRC-C003-025;SRC-C003-031,2016Q13;2017Q11;2018Q12;2018Q20;2019Q14;2020Q13;2023Q11;2025Q05,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00312,exam_point,EPHY-C003-026,knowledge_point,KPHY-C003-044,related,0.82,SRC-C003-017;SRC-C003-022;SRC-C003-025,2020Q09;2022Q12;2023Q08,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00313,exam_point,EPHY-C003-026,knowledge_point,KPHY-C003-045,related,0.82,SRC-C003-017;SRC-C003-022;SRC-C003-025,2020Q09;2022Q12;2023Q08,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00314,exam_point,EPHY-C003-027,knowledge_point,KPHY-C003-046,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00315,exam_point,EPHY-C003-028,knowledge_point,KPHY-C003-047,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00316,exam_point,EPHY-C003-029,knowledge_point,KPHY-C003-048,related,0.82,SRC-C003-014;SRC-C003-017,2019Q06;2020Q22,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00317,exam_point,EPHY-C003-030,knowledge_point,KPHY-C003-049,related,0.82,SRC-C003-031,2025Q08,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00318,exam_point,EPHY-C003-031,knowledge_point,KPHY-C003-065,related,0.82,SRC-C003-005;SRC-C003-008;SRC-C003-014;SRC-C003-017;SRC-C003-019;SRC-C003-022;SRC-C003-025;SRC-C003-028;SRC-C003-031,2016Q05;2017Q23;2019Q12;2020Q23;2021Q09;2022Q09;2023Q15;2023Q16;2024Q15;2025Q06;2025Q17,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00319,exam_point,EPHY-C003-032,knowledge_point,KPHY-C003-081,related,0.82,SRC-C003-005;SRC-C003-028,2016Q21;2016Q22;2024Q09,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00320,exam_point,EPHY-C003-032,knowledge_point,KPHY-C003-064,related,0.82,SRC-C003-005;SRC-C003-028,2016Q21;2016Q22;2024Q09,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00321,exam_point,EPHY-C003-033,knowledge_point,KPHY-C003-065,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00322,exam_point,EPHY-C003-034,knowledge_point,KPHY-C003-066,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00323,exam_point,EPHY-C003-034,knowledge_point,KPHY-C003-084,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00324,exam_point,EPHY-C003-035,knowledge_point,KPHY-C003-065,related,0.82,SRC-C003-028,2024Q08,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00325,exam_point,EPHY-C003-035,knowledge_point,KPHY-C003-066,related,0.82,SRC-C003-028,2024Q08,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00326,exam_point,EPHY-C003-036,knowledge_point,KPHY-C003-067,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00327,exam_point,EPHY-C003-037,knowledge_point,KPHY-C003-068,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00328,exam_point,EPHY-C003-037,knowledge_point,KPHY-C003-067,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00329,exam_point,EPHY-C003-038,knowledge_point,KPHY-C003-069,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00330,exam_point,EPHY-C003-039,knowledge_point,KPHY-C003-071,related,0.82,SRC-C003-017;SRC-C003-019;SRC-C003-031,2020Q17;2021Q01;2025Q11,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00331,exam_point,EPHY-C003-039,knowledge_point,KPHY-C003-072,related,0.82,SRC-C003-017;SRC-C003-019;SRC-C003-031,2020Q17;2021Q01;2025Q11,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00332,exam_point,EPHY-C003-039,knowledge_point,KPHY-C003-073,related,0.82,SRC-C003-017;SRC-C003-019;SRC-C003-031,2020Q17;2021Q01;2025Q11,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00333,exam_point,EPHY-C003-040,knowledge_point,KPHY-C003-084,related,0.82,SRC-C003-005;SRC-C003-008;SRC-C003-011;SRC-C003-014;SRC-C003-017;SRC-C003-019;SRC-C003-022;SRC-C003-025;SRC-C003-028;SRC-C003-031,2016Q19;2016Q20;2016Q23;2017Q01;2017Q02;2017Q03;2017Q04;2017Q10;2017Q14;2017Q16;2017Q18;2017Q20;2017Q21;2017Q22;2018Q01;2018Q02;2018Q03;2018Q04;2018Q05;2018Q09;2018Q16;2018Q19;2018Q22;2018Q24;2019Q01;2019Q02;2019Q03;2019Q04;2019Q10;2019Q13;2019Q22;2019Q23;2019Q24;2020Q01;2020Q02;2020Q03;2020Q04;2020Q08;2020Q10;2020Q12,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00334,exam_point,EPHY-C003-041,knowledge_point,KPHY-C003-081,related,0.82,SRC-C003-014,2019Q16,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00335,exam_point,EPHY-C003-042,knowledge_point,KPHY-C003-083,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00336,exam_point,EPHY-C003-043,knowledge_point,KPHY-C003-084,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00337,exam_point,EPHY-C003-044,knowledge_point,KPHY-C003-001,related,0.82,SRC-C003-028,2024Q17,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00338,exam_point,EPHY-C003-044,knowledge_point,KPHY-C003-020,related,0.82,SRC-C003-028,2024Q17,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00339,exam_point,EPHY-C003-044,knowledge_point,KPHY-C003-050,related,0.82,SRC-C003-028,2024Q17,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00340,exam_point,EPHY-C003-045,knowledge_point,KPHY-C003-100,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00341,exam_point,EPHY-C003-045,knowledge_point,KPHY-C003-101,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00342,exam_point,EPHY-C003-046,knowledge_point,KPHY-C003-100,related,0.82,SRC-C003-031,2025Q14,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00343,exam_point,EPHY-C003-046,knowledge_point,KPHY-C003-102,related,0.82,SRC-C003-031,2025Q14,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00344,exam_point,EPHY-C003-047,knowledge_point,KPHY-C003-100,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00345,exam_point,EPHY-C003-047,knowledge_point,KPHY-C003-103,related,0.82,,来源定位不足,exam_point_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00346,question,QPHY-C003-2016-01,exam_point,EPHY-C003-001,related,0.76,SRC-C003-005,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00347,question,QPHY-C003-2016-01,knowledge_point,KPHY-C003-025,related,0.76,SRC-C003-005,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00348,question,QPHY-C003-2016-02,exam_point,EPHY-C003-003,related,0.86,SRC-C003-005,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00349,question,QPHY-C003-2016-02,knowledge_point,KPHY-C003-037,related,0.86,SRC-C003-005,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00350,question,QPHY-C003-2016-03,exam_point,EPHY-C003-011,related,0.76,SRC-C003-005,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00351,question,QPHY-C003-2016-03,knowledge_point,KPHY-C003-017,related,0.76,SRC-C003-005,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00352,question,QPHY-C003-2016-04,exam_point,EPHY-C003-011,related,0.86,SRC-C003-005,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00353,question,QPHY-C003-2016-04,knowledge_point,KPHY-C003-017,related,0.86,SRC-C003-005,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00354,question,QPHY-C003-2016-05,exam_point,EPHY-C003-031,related,0.76,SRC-C003-005,真题p2,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00355,question,QPHY-C003-2016-05,knowledge_point,KPHY-C003-065,related,0.76,SRC-C003-005,真题p2,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00356,question,QPHY-C003-2016-06,exam_point,EPHY-C003-012,related,0.76,SRC-C003-005,真题p2,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00357,question,QPHY-C003-2016-06,knowledge_point,KPHY-C003-043,related,0.76,SRC-C003-005,真题p2,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00358,question,QPHY-C003-2016-07,exam_point,EPHY-C003-008,related,0.76,SRC-C003-005,真题p2,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00359,question,QPHY-C003-2016-07,knowledge_point,KPHY-C003-059,related,0.76,SRC-C003-005,真题p2,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00360,question,QPHY-C003-2016-08,exam_point,EPHY-C003-005,related,0.86,SRC-C003-005,真题p2,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00361,question,QPHY-C003-2016-08,knowledge_point,KPHY-C003-005,related,0.86,SRC-C003-005,真题p2,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00362,question,QPHY-C003-2016-09,exam_point,EPHY-C003-002,related,0.76,SRC-C003-005,真题p2,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00363,question,QPHY-C003-2016-09,knowledge_point,KPHY-C003-026,related,0.76,SRC-C003-005,真题p2,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00364,question,QPHY-C003-2016-10,exam_point,EPHY-C003-015,related,0.76,SRC-C003-005,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00365,question,QPHY-C003-2016-10,knowledge_point,KPHY-C003-027,related,0.76,SRC-C003-005,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00366,question,QPHY-C003-2016-11,exam_point,EPHY-C003-014,related,0.76,SRC-C003-005,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00367,question,QPHY-C003-2016-11,knowledge_point,KPHY-C003-027,related,0.76,SRC-C003-005,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00368,question,QPHY-C003-2016-12,exam_point,EPHY-C003-006,related,0.76,SRC-C003-005,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00369,question,QPHY-C003-2016-12,knowledge_point,KPHY-C003-004,related,0.76,SRC-C003-005,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00370,question,QPHY-C003-2016-13,exam_point,EPHY-C003-025,related,0.86,SRC-C003-005,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00371,question,QPHY-C003-2016-13,knowledge_point,KPHY-C003-040,related,0.86,SRC-C003-005,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00372,question,QPHY-C003-2016-14,exam_point,EPHY-C003-005,related,0.76,SRC-C003-005,真题p4,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00373,question,QPHY-C003-2016-14,knowledge_point,KPHY-C003-005,related,0.76,SRC-C003-005,真题p4,question_to_knowledge,pending_review,false,true,candidate mapping
