subquestion_id,question_id,year,question_number,subquestion_number,question_type,estimated_score,source_file,page_or_location,stem_summary,primary_knowledge_id,primary_exam_point_id,ability_dimensions,confidence,review_status,production_eligible,notes
QPHY-C003-2017-18-S03,QPHY-C003-2017-18,2017,18,3,fill_or_drawing,,2017广州中考.pdf,真题p4,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2017-19-S01,QPHY-C003-2017-19,2017,19,whole,fill_or_drawing,,2017广州中考.pdf,真题p5,19．停在水平地面的汽车质量为2400kg，汽车所受重力为________N．轮胎与地面接触 面积共为0.12m2，汽车对地面压强为______Pa．（g=10 N/ kg） 速度级别代号 H V W 允许最高速度（km/h） 210 240 270 天窗 图17 A B C D N N N N F2 F1 v 图15 0 0 1 1 2 2 3 3 4 4 5 5 0 0 1 1 2 2 3 3 4 4 5 5 弹性绳 F1 门 O 图16,KPHY-C003-026,EPHY-C003-002,信息提取;数学运算,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2017-20-S01,QPHY-C003-2017-20,2017,20,whole,analysis_calculation,,2017广州中考.pdf,真题p3,20 10 20 30 cm 0 30 图10 图12 A F2 s A F1 s 图11,KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2017-21-S01,QPHY-C003-2017-21,2017,21,1,analysis_calculation,,2017广州中考.pdf,真题p6,21．(17 中考)图19 是某手机充电示意图及简化电路图．下表是充电过程中某些时段相 关数据 （1）求0-10min 数据线和手机消耗的总电能． （2）求D 阶段流经数据线的电流． （3）充电过程数据线阻值可认为不变，分析数据线在A、D 哪段时间产生的热量多． （4）智能手机的“近场通讯”、“蓝牙”功能分别使用1.356×107Hz、2.4×109Hz 这 两个波段的电磁波进行通讯．图20 是电磁波家族 充电时间 A 阶段 0-5min B 阶段 5min-10min ……,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2017-21-S02,QPHY-C003-2017-21,2017,21,2,analysis_calculation,,2017广州中考.pdf,真题p6,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2017-21-S03,QPHY-C003-2017-21,2017,21,3,analysis_calculation,,2017广州中考.pdf,真题p6,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2017-21-S04,QPHY-C003-2017-21,2017,21,4,analysis_calculation,,2017广州中考.pdf,真题p6,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2017-22-S01,QPHY-C003-2017-22,2017,22,whole,experiment_inquiry,,2017广州中考.pdf,真题p6,22.0 18.0 … 2.5 图18 乙 甲,KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2017-23-S01,QPHY-C003-2017-23,2017,23,1,experiment_inquiry,,2017广州中考.pdf,真题p7,23．伏安法测定值电阻的实验 （1）请在方框内画出实验电路图． E 1.5V 图23 N L ① ② ③ A 图22 N 磁铁 线圈 B A 图21 N 磁铁 线圈 B,KPHY-C003-065,EPHY-C003-031,模型建构;科学推理,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2017-23-S02,QPHY-C003-2017-23,2017,23,①,experiment_inquiry,,2017广州中考.pdf,真题p7,同题内小问；需人工进一步拆分,KPHY-C003-065,EPHY-C003-031,模型建构;科学推理,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2017-23-S03,QPHY-C003-2017-23,2017,23,②,experiment_inquiry,,2017广州中考.pdf,真题p7,同题内小问；需人工进一步拆分,KPHY-C003-065,EPHY-C003-031,模型建构;科学推理,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2017-23-S04,QPHY-C003-2017-23,2017,23,③,experiment_inquiry,,2017广州中考.pdf,真题p7,同题内小问；需人工进一步拆分,KPHY-C003-065,EPHY-C003-031,模型建构;科学推理,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2017-24-S01,QPHY-C003-2017-24,2017,24,1,experiment_inquiry,,2017广州中考.pdf,真题p8,24. 小明看到滑雪运动员从越陡的坡滑下时，越快滑到底端．对此他猜想：“物体离地 高度一定时，斜面坡度越大，物体从静止开始滑到底端的平均速度也越大”．请你设计实验 验证其猜想． （1）实验所需的公式： （2）实验器材：除了图26 所示的器材，你还需要的测量工具 ．．．．有____________． （3）实验步骤（可用画图或文字表述）： 图25 V ˉ 3 15 1 5 3 A ˉ 0.6 3 1 3 + - 图24 定值电阻 3 15 V -- A -- 0．6 3 滑块…,KPHY-C003-026,EPHY-C003-002,信息提取;数学运算,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2017-24-S02,QPHY-C003-2017-24,2017,24,2,experiment_inquiry,,2017广州中考.pdf,真题p8,同题内小问；需人工进一步拆分,KPHY-C003-026,EPHY-C003-002,信息提取;数学运算,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2017-24-S03,QPHY-C003-2017-24,2017,24,3,experiment_inquiry,,2017广州中考.pdf,真题p8,同题内小问；需人工进一步拆分,KPHY-C003-026,EPHY-C003-002,信息提取;数学运算,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-01-S01,QPHY-C003-2018-01,2018,1,whole,choice,,2018广州中考.pdf,真题p1,1．答题前，考生务必在答题卡上用黑色字迹的签字笔或钢笔填写自己的考生号、姓 名；填写考点考场号、座位号；再用2B铅笔把对应该两号码的标号涂黑．,KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2018-02-S01,QPHY-C003-2018-02,2018,2,whole,choice,,2018广州中考.pdf,真题p1,2．第一部分每小题选出答案后，用2B铅笔把答题卡上对应题目的答案标号涂黑；如需 改动，用橡皮擦干净后，再选涂其他答案；不能答在试卷上．,KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2018-03-S01,QPHY-C003-2018-03,2018,3,whole,choice,,2018广州中考.pdf,真题p1,3．第二部分答案必须写在答题卡各题目指定区域内的相应位置上；如需改动，先划掉原 来的答案，然后再写上新的答案，改动的答案也不能超出指定的区域；除作图可用2B铅笔外， 其他都必须用黑色字迹钢笔或签字笔作答．不准使用涂改液．不按以上要求作答的答案无效．,KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2018-04-S01,QPHY-C003-2018-04,2018,4,whole,choice,,2018广州中考.pdf,真题p1,4．考生必须保持答题卡的整洁．考试结束后，将本试卷和答题卡一并交回．,KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2018-05-S01,QPHY-C003-2018-05,2018,5,whole,choice,,2018广州中考.pdf,真题p1,5．全卷共24 小题，请考生检查题数． 第一部分 （共36 分） 一、选择题（每小题3 分） 每小题给出的四个选项中，只有一项最符合题意 1. 图1 是常用的5 号电池的示意图，其型号的另一种表示方法为“14500”， 前两位数是直径，后三位数是高度.这型号电池高度为 A．14mm B．145mm C．500mm D．50.0mm 图1 … … … … … … … … … … … … … … … … … … … … … … … … … … … … … … … … … … ……,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-06-S01,QPHY-C003-2018-06,2018,6,whole,choice,,2018广州中考.pdf,真题p3,"6．如图5 所示金属球使小芳带电, 则小芳 A．得到电子 B. 失去电子 C. 得到原子核 D. 相互排斥的头发带上同种电荷",KPHY-C003-017,EPHY-C003-011,科学推理,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-07-S01,QPHY-C003-2018-07,2018,7,whole,choice,,2018广州中考.pdf,真题p3,"7. 如图6 所示，OQ 是水平地面，物体在水平拉力作用下从O 匀速直线运动到Q. OP 段 拉力F1 为300N，F1 做的功为W1,功率为P1；PQ 段拉力F2 为200N，F2 做的功为W2,功率为 P2.则 A. W1> W2 B. W1< W2 C. P1> P2 D. P1< P2",KPHY-C003-028,EPHY-C003-013,规范表达;科学推理,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2018-08-S01,QPHY-C003-2018-08,2018,8,whole,choice,,2018广州中考.pdf,真题p3,8．如图7 所示，水平桌面上的甲、乙两物体分别在水平拉力作用下处于静止状态， G 甲> G 乙.甲受到的摩擦力 A．大于5N B．等于5N C．大于乙受到的摩擦力 D．等于乙受到的摩擦力 M （甲物态） 放热 吸热 吸热 M （乙物态） M （丙物态） 图8 甲 乙 F1=5N F2=10N 图7 图5 金属球 图6 O 4m P 6m Q F1 F2 B. Fa、Fb 方向相同 N S N S a b 图4 A. Fa、Fb 方向相反 N S N + - + - + - …,KPHY-C003-028,EPHY-C003-013,规范表达;科学推理,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2018-09-S01,QPHY-C003-2018-09,2018,9,whole,choice,,2018广州中考.pdf,真题p4,9．物质M 通过吸、放热，出现三种不同物态，如图8 所示.甲、乙、丙物态依次为 A．固 液 气 B．气 液 固 C．气 固 液 D．液 固 气,KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2018-10-S01,QPHY-C003-2018-10,2018,10,whole,choice,,2018广州中考.pdf,真题p4,10．如图9 所示，甲、乙两个质量不同的小球从相同高度静止释放，甲球下落过程中经 过P、Q 两点.忽略空气阻力，下列说法正确的是 A. 着地瞬间，两球的动能相等 B. 甲球在P 点和Q 点的机械能相等 C. 释放瞬间，两球的重力势能相等 D. 从释放到着地，两球所受重力做的功相等,KPHY-C003-055,EPHY-C003-017,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-11-S01,QPHY-C003-2018-11,2018,11,whole,choice,,2018广州中考.pdf,真题p4,11. 向前直线行驶的车内，小明给小芳连拍两张照片如图10 所示.拍照过程中车可能 A．向西加速 B．向东加速 C．向西减速 D．向东减速,KPHY-C003-030,EPHY-C003-016,科学推理;模型建构,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-12-S01,QPHY-C003-2018-12,2018,12,whole,choice,,2018广州中考.pdf,真题p4,12．将物体分别放在甲、乙凸透镜前，物距相同，通过甲 透镜成正立放大的像，通过乙透镜成倒立缩小的像. 图11 是 平行于主光轴的光线通过甲透镜的光路图，图12 中哪幅图可 能是平行于主光轴的光线通过乙透镜的光路图 第二部分（共64 分） 二、填空 作图题（共24 分） 乙（后拍） 广州塔 甲（先拍） 图10 西 东 图11 甲透镜 10 20 10 20 主光轴 0 乙透镜 主光轴 主光轴 主光轴 主光轴 10 10 20 20 0 A 乙透镜 10 20 10 20 0 …,KPHY-C003-040,EPHY-C003-025,科学推理;实验探究,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-13-S01,QPHY-C003-2018-13,2018,13,1,fill_or_drawing,,2018广州中考.pdf,真题p5,13. 两条光线通过透镜的光路如图13 所示. （1）该透镜是_______透镜（选填“凹”、“凸”）. （2）光线a 射向水面.在图中①画出a 的反射光线；②大致画出a 进入水中的折射光线； ③标示出反射角r1 和折射角r2. （3）逐渐往容器中加水，光线a 在容器底形成的光斑会_______（选填“左移”、“右移”、 “不动”）.,KPHY-C003-038,EPHY-C003-023,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-13-S02,QPHY-C003-2018-13,2018,13,2,fill_or_drawing,,2018广州中考.pdf,真题p5,同题内小问；需人工进一步拆分,KPHY-C003-038,EPHY-C003-023,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-13-S03,QPHY-C003-2018-13,2018,13,①,fill_or_drawing,,2018广州中考.pdf,真题p5,同题内小问；需人工进一步拆分,KPHY-C003-038,EPHY-C003-023,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-13-S04,QPHY-C003-2018-13,2018,13,②,fill_or_drawing,,2018广州中考.pdf,真题p5,同题内小问；需人工进一步拆分,KPHY-C003-038,EPHY-C003-023,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-13-S05,QPHY-C003-2018-13,2018,13,③,fill_or_drawing,,2018广州中考.pdf,真题p5,同题内小问；需人工进一步拆分,KPHY-C003-038,EPHY-C003-023,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-13-S06,QPHY-C003-2018-13,2018,13,3,fill_or_drawing,,2018广州中考.pdf,真题p5,同题内小问；需人工进一步拆分,KPHY-C003-038,EPHY-C003-023,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-14-S01,QPHY-C003-2018-14,2018,14,1,fill_or_drawing,,2018广州中考.pdf,真题p5,14．O 为支点的轻质杠杆原处于水平静止.现同时施加大小相等的力F1 、F2（如图14）. （1）此时杠杆能否保持平衡?______________________ （2）画出图中F1 的力臂l1.,KPHY-C003-027,EPHY-C003-014,科学推理;模型建构,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2018-14-S02,QPHY-C003-2018-14,2018,14,2,fill_or_drawing,,2018广州中考.pdf,真题p5,同题内小问；需人工进一步拆分,KPHY-C003-027,EPHY-C003-014,科学推理;模型建构,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2018-15-S01,QPHY-C003-2018-15,2018,15,1,fill_or_drawing,,2018广州中考.pdf,真题p5,15.（1）图15 是托里拆利实验装置，测得当地大气压等于________mm 高的水银柱所产 生的压强. （2）关于图15 现象的成因，十七世纪有两种观点.观点一：否认大气压存在，玻璃管内 本应充满液体，液面下降是因为管内的部分液体变成气体，管内气体越多，液面下降越多.观 点二：管内液面上方是真空，大气压支撑起液柱.帕斯卡为了验证哪种观点正确，将两根长12m 规格相同的玻璃管分别装满水和酒，倒置在相应液体槽中.酒的密度比水小，且比水易变成气 体. 若观点一正确，应出现图1…,KPHY-C003-033,EPHY-C003-021,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-15-S02,QPHY-C003-2018-15,2018,15,2,fill_or_drawing,,2018广州中考.pdf,真题p5,同题内小问；需人工进一步拆分,KPHY-C003-033,EPHY-C003-021,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-16-S01,QPHY-C003-2018-16,2018,16,whole,fill_or_drawing,,2018广州中考.pdf,真题p6,16．测量某液体密度的实验如图17 所示，液体的质量为_________g，依据公式 ρ=_________，液体的密度为_________g/cm3.,KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2018-17-S01,QPHY-C003-2018-17,2018,17,1,fill_or_drawing,,2018广州中考.pdf,真题p6,17. 小明用图18 中的动滑轮匀速拉动水平地面上的物体A，测出A 移动的距离s、水平 拉力F 和A 的重力G. （1）以上条件能否求出此时滑轮的机械效率η? 如果能，写出η 的表达式；如果 条件不足，写出还需补充的物理量的测量步骤和符号，并写出η 的表达式._________ （η 用 题目已知及补充的物理量符号表示） （2）若A 在10s 内运动了4m，A 的速度为____.,KPHY-C003-053,EPHY-C003-018,数学运算;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-17-S02,QPHY-C003-2018-17,2018,17,2,fill_or_drawing,,2018广州中考.pdf,真题p6,同题内小问；需人工进一步拆分,KPHY-C003-053,EPHY-C003-018,数学运算;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-18-S01,QPHY-C003-2018-18,2018,18,whole,fill_or_drawing,,2018广州中考.pdf,真题p6,18．白色感压纸受到的压强达到可测最小值时才变色，且颜色随压强变大而变深，大于 可测最大值时颜色不再变深. 感压纸A 的规格如图19 所示. 实验1：用250N 的压力垂直作用在A 上，受力面积为0.25cm2，此压力对A 的压强为 ____N/cm2. 实验2：仍用250N 的压力垂直作用在与A 规格相同的感压纸上，要使它变色且颜色深 F A s 图18 测空注射器的质量 电子秤 图17 测装有20mL 液体的注射器的质量 图15 760mm 734mm 真空 水银 图1…,KPHY-C003-032,EPHY-C003-020,数学运算;科学推理,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-19-S01,QPHY-C003-2018-19,2018,19,1,fill_or_drawing,,2018广州中考.pdf,真题p7,"19．测得某熔断开关S 在不同电流下的熔断时间如下表.将电磁铁开关和S 接入电路， 如图20 所示.当I ＞4A 时，电磁铁能在0.1s 内吸动衔铁，使电路断开，衔铁无法自动恢复 至图示位置；当1A＜I ≤4A 时，电磁铁无法吸动衔铁，S 发热熔断，使电路断开（熔断时间 为S 开始通电到它熔断的时间）. （1）S 的电阻为1Ω，当I =2A，通电时间为____s 时S 熔断，此过程中S 产生的热量是 ___J； （2）当I=5A 时,通电0.1s，S 能否熔断?______…",KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-19-S02,QPHY-C003-2018-19,2018,19,2,fill_or_drawing,,2018广州中考.pdf,真题p7,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-20-S01,QPHY-C003-2018-20,2018,20,whole,analysis_calculation,,2018广州中考.pdf,真题p4,20 10 20 主光轴 0 乙透镜 主光轴 主光轴 主光轴 主光轴 10 10 20 20 0 A 乙透镜 10 20 10 20 0 B 乙透镜 10 20 10 20 0 D 乙透镜 10 20 10 20 0 C 图12 甲 P Q 乙 水 图9 西 东,KPHY-C003-040,EPHY-C003-025,科学推理;实验探究,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2018-21-S01,QPHY-C003-2018-21,2018,21,1,analysis_calculation,,2018广州中考.pdf,真题p8,21．小明每天测量同一个鸡蛋的质量，再把鸡蛋放入水中，观察它的浮沉情况后，取出 放好. 下表是他记录的部分数据及现象． （鸡蛋的体积保持不变，g=10N/kg，ρ 水=1.0×103kg/m3） 第1 天 第8 天 第29 天 第57 天 第58 天 第70 天 质量 m/g 66.8 66.2 64.4 62.0 61.9 60.8 鸡蛋 在水 中的 位置 （1）求第57 天鸡蛋所受浮力及鸡蛋的体积. （2）比较第1 天和第70 天鸡蛋受到浮力的大小，写出判断依据. （3…,KPHY-C003-034,EPHY-C003-022,模型建构;数学运算;科学推理,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-21-S02,QPHY-C003-2018-21,2018,21,2,analysis_calculation,,2018广州中考.pdf,真题p8,同题内小问；需人工进一步拆分,KPHY-C003-034,EPHY-C003-022,模型建构;数学运算;科学推理,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-22-S01,QPHY-C003-2018-22,2018,22,1,experiment_inquiry,,2018广州中考.pdf,真题p9,22. 小芳想了解当滑动变阻器与电阻并联时，调节滑片，电阻两端的电压及电路中的电 流怎样改变. （1）实验电路图如图21 所示，请在图22 中连接对应的实物图． （2）改变滑动变阻器接入电路的阻值，记录数据如下表. 根据表中数据在图23 的坐标 系中画出电阻R 的U-I 图线. 数据序号 1 2 3 4 电压表示数U/V 2.40 1.80 1.20 0.60 电流表 A1 示数I1/A 0.16 0.12 0.08 0.04 电流表 A2 示数I2/A 0.40 0.75…,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-22-S02,QPHY-C003-2018-22,2018,22,2,experiment_inquiry,,2018广州中考.pdf,真题p9,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-23-S01,QPHY-C003-2018-23,2018,23,1,experiment_inquiry,,2018广州中考.pdf,真题p10,23．如图25 所示，用加热器给初温均为20℃的甲、乙液体加热（m 甲＜m 乙），两种液体 每秒吸收的热量相同. 这两种液体的温度-加热时间的图线如图26. （1）某时刻温度计示数如图25 所示，此时乙的温度为 ℃. （2）甲液体第30s 的内能_______第35s 的内能（选填“大于”、“等于”、“小于”）. （3）小明根据图26 中0 至30s 图线及题目所给信息得出：甲液体的比热容比乙液体的 大.你认为小明的说法是否正确? 你的判断依据是什么? 图24 ˉ ˉ 3 …,KPHY-C003-060,EPHY-C003-009,数学运算;科学推理,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-23-S02,QPHY-C003-2018-23,2018,23,2,experiment_inquiry,,2018广州中考.pdf,真题p10,同题内小问；需人工进一步拆分,KPHY-C003-060,EPHY-C003-009,数学运算;科学推理,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-23-S03,QPHY-C003-2018-23,2018,23,3,experiment_inquiry,,2018广州中考.pdf,真题p10,同题内小问；需人工进一步拆分,KPHY-C003-060,EPHY-C003-009,数学运算;科学推理,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-24-S01,QPHY-C003-2018-24,2018,24,1,experiment_inquiry,,2018广州中考.pdf,真题p11,"24．小明把两端开口的细玻璃管插入水中，发现管内的液面上升（如图27）.他查资料 得知：管内外液面高度差与水温、管的内径有关.小明想利用这支细玻璃管探究管内外液面高 度差与水温的定量 ．．关系 ．．,请你帮他设计实验方案. （1）实验器材：细玻璃管、___________. （2）实验步骤（可画图或文字表述）： （3）设计记录数据的表格． 图27",KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-24-S02,QPHY-C003-2018-24,2018,24,2,experiment_inquiry,,2018广州中考.pdf,真题p11,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2018-24-S03,QPHY-C003-2018-24,2018,24,3,experiment_inquiry,,2018广州中考.pdf,真题p11,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-01-S01,QPHY-C003-2019-01,2019,1,whole,choice,,2019广州中考.pdf,真题p1,"1.答题前,考生务必在答题卡上用黑色字迹的签字笔或钢笔填写自己的考生号､姓名; 填写考点考场号､座位号;再用 2B 铅笔把对应该两号码的标号涂黑.",KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2019-02-S01,QPHY-C003-2019-02,2019,2,whole,choice,,2019广州中考.pdf,真题p1,"2.第一部分每小题选出答案后,用 2B 铅笔把答题卡上对应题目的答案标号涂黑;如需改动, 用橡皮擦干净后,再选涂其他答案;不能答在试卷上.",KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2019-03-S01,QPHY-C003-2019-03,2019,3,whole,choice,,2019广州中考.pdf,真题p1,"3.第二部分答案必须写在答题卡各题目指定区域内的相应位置上;如需改动,先划掉原 来的答案,然后再写上新的答案,改动的答案也不能超出指定的区域;除作图可用 2B 铅笔外, 其他都必须用黑色字迹钢笔或签字笔作答,不准使用涂改液,不按以上要求作答的答案无效",KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2019-04-S01,QPHY-C003-2019-04,2019,4,whole,choice,,2019广州中考.pdf,真题p1,"4.考生必须保持答题卡的整洁,考试结束后,将本试卷和答题卡一并交回",KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2019-05-S01,QPHY-C003-2019-05,2019,5,whole,choice,,2019广州中考.pdf,真题p1,"5.全卷共 24 小题,请考生检查题数 第一部分(共 36 分) 一､ 选择题(每小题 3 分) 每小题给出的四个选项中,只有一项最符合题意 1.如图 1 所示,监测器测得同一声源发出的甲､乙两声音的特性如下表甲乙相比 A.乙音调较高 B.甲响度较大 C.声源在发甲声音时振动幅度较大 D.声源在发乙声音时每秒内振动次数较少 2.原子核由哪些粒子组成 A.质子和电子 B.中子和电子 C.质子和中子 D.质子､中子和电子 声音 声音强弱的等级/dB 频率/Hz 甲 70 110…",KPHY-C003-037,EPHY-C003-003,信息提取;科学推理,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-06-S01,QPHY-C003-2019-06,2019,6,whole,choice,,2019广州中考.pdf,真题p2,6.导线 a 是闭合电路的一部分，a 在磁场中按图中 v 的方向运动时，能产生感应电流的 是（a 在 A、B 选项中与磁感线平行，在 C、D 选项中垂直于纸面）,KPHY-C003-048,EPHY-C003-029,科学推理;实验探究,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-07-S01,QPHY-C003-2019-07,2019,7,whole,choice,,2019广州中考.pdf,真题p2,7.在图 4 温度计所示的恒温环境下进行实验，将此温度计放入一杯冰水混合物中（冰是晶 体），从温度计放入开始计时，放入时间足够长，下列哪幅示意图可能反映了温度计内液体 的体积随时间变化的情况,KPHY-C003-004,EPHY-C003-006,信息提取;实验探究,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-08-S01,QPHY-C003-2019-08,2019,8,whole,choice,,2019广州中考.pdf,真题p3,"8.静止在水平地面上的密闭装置内部如图 5 所示,装置内部固定着一根竖直的杆，杆顶 有一小球，忽略杆和球间的摩擦.由于装置开始沿某一水平方向做直线运动，小球从杆上落下， 刚离开杆时的俯视图如图6所示.请由此判断装置是向哪个方向运动 A.东 B.南 C.西 D.北",KPHY-C003-027,EPHY-C003-014,科学推理;模型建构,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2019-09-S01,QPHY-C003-2019-09,2019,9,whole,choice,,2019广州中考.pdf,真题p3,9.如图 7 所示.把重为 G 的物体甲从 A 点竖直向上匀速拉至 B 点；此过程绳的拉力对甲 做的功为 WAB；用平行于斜面的拉力把重也为 G 的物体乙沿斜面从 C 点匀速拉至与 B 等高的 D 点，在此过程中绳的拉力对乙做的功为 WCD.斜面的机械效率为 A.𝑊𝑊𝐴𝐴𝐴𝐴 B. 𝑊𝑊𝐶𝐶𝐶𝐶 𝑊𝑊𝐶𝐶𝐶𝐶 𝑊𝑊𝐴𝐴𝐴𝐴 C. 𝐺𝐺𝐺𝐺 𝑊𝑊𝐶𝐶𝐶𝐶−𝑊𝑊𝐴𝐴𝐴𝐴 D. 𝐺𝐺𝐺𝐺 𝑊𝑊𝐶𝐶𝐶𝐶+𝑊𝑊𝐴𝐴𝐴𝐴,KPHY-C003-061,EPHY-C003-010,数学运算;科学推理,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2019-10-S01,QPHY-C003-2019-10,2019,10,whole,choice,,2019广州中考.pdf,真题p3,10.图 8 中，⊗表示导线中的电流方向垂直 于纸面向里，⊙表示导线中的电流方向垂直于纸 面向外 F 是磁场对通电导线的作用力.下列哪个 选项中，磁场对通电导线的作用力与图 8 中 F 的 方向相同,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-11-S01,QPHY-C003-2019-11,2019,11,whole,choice,,2019广州中考.pdf,真题p4,11.两个相同的烧杯中分别装满了两种不同的液体把甲乙两球分别轻轻放入两杯液体，最后 处于图9所示状态.甲、乙排开液体的重力相等.甲乙所受浮力相比 A.甲所受浮力更大 B.乙所受浮力更大 C.甲、乙所受浮力一样大 D.不知道液体密度无法比较浮力大小,KPHY-C003-034,EPHY-C003-022,模型建构;数学运算;科学推理,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-12-S01,QPHY-C003-2019-12,2019,12,whole,choice,,2019广州中考.pdf,真题p4,12.小明按图 10 所示电路图做实验，闭合开关两表读数如图 11 所示 L 突然烧断，烧断后两 表示数如图 12 所示.定值电阻两端电压为 U 流经定值电阻的电流为 1.与 L 烧断前相比，烧 断后 A.U 变大、I 变大 B.U 变大、I 变小 C.U 不变、I 变小 D.U 不变、I 不变 二 、 填 空 作 图 题,KPHY-C003-065,EPHY-C003-031,模型建构;科学推理,0.86,pending_review,false,candidate subquestion row
