stable_id,parent_stable_id,title,subject,stage,standard_version,authority,standard_section,requirement_type,behavior_verb,ability_dimensions,source_material_ids,evidence_locations,knowledge_stable_ids,review_status,production_eligible,notes
CS-C003-4-2-3,CS-C003-4-2,探究液体压强影响因素,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-4.2.3,content_requirement,探究,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p32,KPHY-C003-033,pending_review,false,课程标准手工结构化候选条目
CS-C003-4-2-4,CS-C003-4-2,探究浮力大小影响因素,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-4.2.4,content_requirement,探究,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p32-p33,KPHY-C003-034,pending_review,false,课程标准手工结构化候选条目
CS-C003-4-2-5,CS-C003-4-2,探究杠杆平衡条件,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-4.2.5,content_requirement,探究,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p33,KPHY-C003-031,pending_review,false,课程标准手工结构化候选条目
CS-C003-4-2-6,CS-C003-4-2,探究光的反射定律,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-4.2.6,content_requirement,探究,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p33,KPHY-C003-038,pending_review,false,课程标准手工结构化候选条目
CS-C003-4-2-7,CS-C003-4-2,探究平面镜成像特点,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-4.2.7,content_requirement,探究,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p33,KPHY-C003-039,pending_review,false,课程标准手工结构化候选条目
CS-C003-4-2-8,CS-C003-4-2,探究凸透镜成像规律,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-4.2.8,content_requirement,探究,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p33,KPHY-C003-040,pending_review,false,课程标准手工结构化候选条目
CS-C003-4-2-9,CS-C003-4-2,探究通电螺线管外部磁场方向,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-4.2.9,content_requirement,探究,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p33,KPHY-C003-045,pending_review,false,课程标准手工结构化候选条目
CS-C003-4-2-10,CS-C003-4-2,探究导体在磁场中运动产生感应电流条件,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-4.2.10,content_requirement,探究,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p33,KPHY-C003-048,pending_review,false,课程标准手工结构化候选条目
CS-C003-4-2-11,CS-C003-4-2,探究串并联电路电流电压特点,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-4.2.11,content_requirement,探究,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p33-p34,KPHY-C003-065,pending_review,false,课程标准手工结构化候选条目
CS-C003-4-2-12,CS-C003-4-2,探究电流与电压电阻关系,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-4.2.12,content_requirement,探究,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p34,KPHY-C003-066,pending_review,false,课程标准手工结构化候选条目
CS-C003-5-1,,物理学与日常生活,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-5.1,content_requirement,发现;分析;指导,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p36-p37,KPHY-C003-101,pending_review,false,课程标准手工结构化候选条目
CS-C003-5-1-1,CS-C003-5-1,发现日常生活中与物理有关问题并提出方案,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-5.1.1,content_requirement,发现;提出,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p37,,pending_review,false,课程标准手工结构化候选条目
CS-C003-5-1-2,CS-C003-5-1,分析日常生活安全问题提出方案践行安全健康生活,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-5.1.2,content_requirement,分析;提出,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p37,,pending_review,false,课程标准手工结构化候选条目
CS-C003-5-1-3,CS-C003-5-1,运用知识指导个人行为践行低碳生活,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-5.1.3,content_requirement,运用;指导,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p37,,pending_review,false,课程标准手工结构化候选条目
CS-C003-5-2,,物理学与工程实践,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-5.2,content_requirement,了解;调查;体会,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p38,KPHY-C003-102,pending_review,false,课程标准手工结构化候选条目
CS-C003-5-2-1,CS-C003-5-2,了解我国古代技术应用案例,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-5.2.1,content_requirement,了解;体会,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p38,,pending_review,false,课程标准手工结构化候选条目
CS-C003-5-2-2,CS-C003-5-2,调查物理学应用于工程技术案例,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-5.2.2,content_requirement,调查;体会,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p38,,pending_review,false,课程标准手工结构化候选条目
CS-C003-5-2-3,CS-C003-5-2,了解物理学在信息技术中的应用,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-5.2.3,content_requirement,了解,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p38,,pending_review,false,课程标准手工结构化候选条目
CS-C003-5-3,,物理学与社会发展,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-5.3,content_requirement,结合实例;了解,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p38-p39,KPHY-C003-103,pending_review,false,课程标准手工结构化候选条目
CS-C003-5-3-1,CS-C003-5-3,结合实例分析能源开发利用对社会发展的影响,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-5.3.1,content_requirement,结合实例;分析,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p38,,pending_review,false,课程标准手工结构化候选条目
CS-C003-5-3-2,CS-C003-5-3,了解新材料特点及其应用,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-5.3.2,content_requirement,了解,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p38,,pending_review,false,课程标准手工结构化候选条目
CS-C003-5-3-3,CS-C003-5-3,了解我国科技发展成就增强责任感使命感,physics,junior_middle_school,2022年版2025年修订,教育部,四-课程内容-5.3.3,content_requirement,了解;增强,物理观念;科学思维;科学探究;科学态度与责任,SRC-C003-001,课标p38-p39,,pending_review,false,课程标准手工结构化候选条目
CS-C003-AQ-01,,学业质量内涵与描述,physics,junior_middle_school,2022年版2025年修订,教育部,五-学业质量,academic_quality,描述;评价,评价;核心素养,SRC-C003-001,课标p39-p40,,pending_review,false,学业质量描述用于评价学生核心素养达成表现
CS-C003-AS-01,,教学建议,physics,junior_middle_school,2022年版2025年修订,教育部,六-课程实施-教学建议,assessment_suggestion,建议;实施,评价;核心素养,SRC-C003-001,课标p41-p44,,pending_review,false,课程实施中的教学建议
CS-C003-AS-02,,评价建议,physics,junior_middle_school,2022年版2025年修订,教育部,六-课程实施-评价建议,assessment_suggestion,评价;诊断;促进,评价;核心素养,SRC-C003-001,课标p44-p51,,pending_review,false,评价建议强调形成性评价和终结性评价服务学生发展
