answer_id,question_id,subquestion_id,year,question_number,answer_value,scoring_point_summary,source_material_ids,source_file,evidence_locations,confidence,review_status,production_eligible,notes
ANS-QPHY-C003-2021-04,QPHY-C003-2021-04,,2021,4,D,选择题参考答案：D,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-05,QPHY-C003-2021-05,,2021,5,A,选择题参考答案：A,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-06,QPHY-C003-2021-06,,2021,6,B,选择题参考答案：B,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-07,QPHY-C003-2021-07,,2021,7,D,选择题参考答案：D,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-08,QPHY-C003-2021-08,,2021,8,D,选择题参考答案：D,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-09,QPHY-C003-2021-09,,2021,9,C,选择题参考答案：C,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-10,QPHY-C003-2021-10,,2021,10,C,选择题参考答案：C,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-11,QPHY-C003-2021-11,,2021,11,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-12,QPHY-C003-2021-12,,2021,12,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-13,QPHY-C003-2021-13,,2021,13,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-14,QPHY-C003-2021-14,,2021,14,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-15,QPHY-C003-2021-15,,2021,15,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-16,QPHY-C003-2021-16,,2021,16,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-17,QPHY-C003-2021-17,,2021,17,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-18,QPHY-C003-2021-18,,2021,18,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-01,QPHY-C003-2022-01,,2022,1,C,选择题参考答案：C,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-02,QPHY-C003-2022-02,,2022,2,C,选择题参考答案：C,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-03,QPHY-C003-2022-03,,2022,3,D,选择题参考答案：D,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-04,QPHY-C003-2022-04,,2022,4,A,选择题参考答案：A,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-05,QPHY-C003-2022-05,,2022,5,A,选择题参考答案：A,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-06,QPHY-C003-2022-06,,2022,6,B,选择题参考答案：B,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-07,QPHY-C003-2022-07,,2022,7,B,选择题参考答案：B,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-08,QPHY-C003-2022-08,,2022,8,D,选择题参考答案：D,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-09,QPHY-C003-2022-09,,2022,9,C,选择题参考答案：C,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-10,QPHY-C003-2022-10,,2022,10,B,选择题参考答案：B,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-11,QPHY-C003-2022-11,,2022,11,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-12,QPHY-C003-2022-12,,2022,12,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-13,QPHY-C003-2022-13,,2022,13,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-14,QPHY-C003-2022-14,,2022,14,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-15,QPHY-C003-2022-15,,2022,15,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-16,QPHY-C003-2022-16,,2022,16,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-17,QPHY-C003-2022-17,,2022,17,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2022-18,QPHY-C003-2022-18,,2022,18,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-023,2022广州中考-参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-01,QPHY-C003-2023-01,,2023,1,B,选择题参考答案：B,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-02,QPHY-C003-2023-02,,2023,2,D,选择题参考答案：D,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-03,QPHY-C003-2023-03,,2023,3,C,选择题参考答案：C,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-04,QPHY-C003-2023-04,,2023,4,C,选择题参考答案：C,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-05,QPHY-C003-2023-05,,2023,5,B,选择题参考答案：B,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-06,QPHY-C003-2023-06,,2023,6,D,选择题参考答案：D,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-07,QPHY-C003-2023-07,,2023,7,C,选择题参考答案：C,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-08,QPHY-C003-2023-08,,2023,8,D,选择题参考答案：D,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-09,QPHY-C003-2023-09,,2023,9,A,选择题参考答案：A,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-10,QPHY-C003-2023-10,,2023,10,B,选择题参考答案：B,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-11,QPHY-C003-2023-11,,2023,11,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-12,QPHY-C003-2023-12,,2023,12,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-13,QPHY-C003-2023-13,,2023,13,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-14,QPHY-C003-2023-14,,2023,14,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-15,QPHY-C003-2023-15,,2023,15,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-16,QPHY-C003-2023-16,,2023,16,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-17,QPHY-C003-2023-17,,2023,17,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2023-18,QPHY-C003-2023-18,,2023,18,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-026,2023广州中考_参考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-01,QPHY-C003-2024-01,,2024,1,B,选择题参考答案：B,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-02,QPHY-C003-2024-02,,2024,2,C,选择题参考答案：C,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-03,QPHY-C003-2024-03,,2024,3,C,选择题参考答案：C,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-04,QPHY-C003-2024-04,,2024,4,B,选择题参考答案：B,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-05,QPHY-C003-2024-05,,2024,5,C,选择题参考答案：C,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-06,QPHY-C003-2024-06,,2024,6,A,选择题参考答案：A,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-07,QPHY-C003-2024-07,,2024,7,D,选择题参考答案：D,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-08,QPHY-C003-2024-08,,2024,8,D,选择题参考答案：D,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-09,QPHY-C003-2024-09,,2024,9,A,选择题参考答案：A,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-10,QPHY-C003-2024-10,,2024,10,D,选择题参考答案：D,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-11,QPHY-C003-2024-11,,2024,11,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-12,QPHY-C003-2024-12,,2024,12,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-13,QPHY-C003-2024-13,,2024,13,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-14,QPHY-C003-2024-14,,2024,14,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-15,QPHY-C003-2024-15,,2024,15,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-16,QPHY-C003-2024-16,,2024,16,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-17,QPHY-C003-2024-17,,2024,17,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2024-18,QPHY-C003-2024-18,,2024,18,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-029,2024广州中考（解析版）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-01,QPHY-C003-2025-01,,2025,1,B,选择题参考答案：B,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-02,QPHY-C003-2025-02,,2025,2,A,选择题参考答案：A,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-03,QPHY-C003-2025-03,,2025,3,A,选择题参考答案：A,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-04,QPHY-C003-2025-04,,2025,4,D,选择题参考答案：D,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-05,QPHY-C003-2025-05,,2025,5,A,选择题参考答案：A,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-06,QPHY-C003-2025-06,,2025,6,C,选择题参考答案：C,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-07,QPHY-C003-2025-07,,2025,7,B,选择题参考答案：B,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-08,QPHY-C003-2025-08,,2025,8,B,选择题参考答案：B,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-09,QPHY-C003-2025-09,,2025,9,D,选择题参考答案：D,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-10,QPHY-C003-2025-10,,2025,10,D,选择题参考答案：D,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-11,QPHY-C003-2025-11,,2025,11,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-12,QPHY-C003-2025-12,,2025,12,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-13,QPHY-C003-2025-13,,2025,13,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-14,QPHY-C003-2025-14,,2025,14,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-15,QPHY-C003-2025-15,,2025,15,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-16,QPHY-C003-2025-16,,2025,16,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-17,QPHY-C003-2025-17,,2025,17,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2025-18,QPHY-C003-2025-18,,2025,18,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-032,2025广州中考（解析版）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
