issue_id,entity_type,entity_id,issue_type,issue_summary,severity,recommended_action,review_status,production_eligible,question_id,original_paper_file,original_paper_page,answer_source_file,answer_evidence_location,year_report_evidence_location,difficulty_value,discrimination_value,metric_review_summary,common_errors_review,teaching_suggestion_review,evidence_decision
QI-C003-0047,year_report_observation,YRO-C003-2017-23,year_report_metric_review_required,已文档核验2017Q23: 原卷真题p7; 答案2017广州中考答案.pdf; 年报p43; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2017-23,2017广州中考.pdf,真题p7,2017广州中考答案.pdf,参考答案文件对应题号,年报p43;文档核验:2017Q23逐题分析,0.667,0.5547,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0048,year_report_observation,YRO-C003-2017-24,year_report_metric_review_required,已文档核验2017Q24: 原卷真题p8; 答案2017广州中考答案.pdf; 年报p46; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2017-24,2017广州中考.pdf,真题p8,2017广州中考答案.pdf,参考答案文件对应题号,年报p46;文档核验:2017Q24逐题分析,0.5442,0.6338,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0049,year_report_observation,YRO-C003-2018-01,year_report_metric_review_required,已文档核验2018Q01: 原卷真题p1; 答案2018广州中考答案.pdf; 年报p9; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-01,2018广州中考.pdf,真题p1,2018广州中考答案.pdf,参考答案文件对应题号,年报p9;文档核验:2018Q01逐题分析,0.6917,0.5887,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0050,year_report_observation,YRO-C003-2018-02,year_report_metric_review_required,已文档核验2018Q02: 原卷真题p1; 答案2018广州中考答案.pdf; 年报p11; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-02,2018广州中考.pdf,真题p1,2018广州中考答案.pdf,参考答案文件对应题号,年报p11;文档核验:2018Q02逐题分析,0.7342,0.4363,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0051,year_report_observation,YRO-C003-2018-03,year_report_metric_review_required,已文档核验2018Q03: 原卷真题p1; 答案2018广州中考答案.pdf; 年报p12; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-03,2018广州中考.pdf,真题p1,2018广州中考答案.pdf,参考答案文件对应题号,年报p12;文档核验:2018Q03逐题分析,0.6937,0.6302,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已确认未检索到明确摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0052,year_report_observation,YRO-C003-2018-04,year_report_metric_review_required,已文档核验2018Q04: 原卷真题p1; 答案2018广州中考答案.pdf; 年报p13; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-04,2018广州中考.pdf,真题p1,2018广州中考答案.pdf,参考答案文件对应题号,年报p13;文档核验:2018Q04逐题分析,0.476,0.4917,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0053,year_report_observation,YRO-C003-2018-05,year_report_metric_review_required,已文档核验2018Q05: 原卷真题p1; 答案2018广州中考答案.pdf; 年报p17; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-05,2018广州中考.pdf,真题p1,2018广州中考答案.pdf,参考答案文件对应题号,年报p17;文档核验:2018Q05逐题分析,0.5401,0.7615,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已确认未检索到明确摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0054,year_report_observation,YRO-C003-2018-06,year_report_metric_review_required,已文档核验2018Q06: 原卷真题p3; 答案2018广州中考答案.pdf; 年报p20; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-06,2018广州中考.pdf,真题p3,2018广州中考答案.pdf,参考答案文件对应题号,年报p20;文档核验:2018Q06逐题分析,0.803,0.396,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已确认未检索到明确摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0055,year_report_observation,YRO-C003-2018-07,year_report_metric_review_required,已文档核验2018Q07: 原卷真题p3; 答案2018广州中考答案.pdf; 年报p21; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-07,2018广州中考.pdf,真题p3,2018广州中考答案.pdf,参考答案文件对应题号,年报p21;文档核验:2018Q07逐题分析,0.6829,0.5984,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已确认未检索到明确摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0056,year_report_observation,YRO-C003-2018-08,year_report_metric_review_required,已文档核验2018Q08: 原卷真题p3; 答案2018广州中考答案.pdf; 年报p25; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-08,2018广州中考.pdf,真题p3,2018广州中考答案.pdf,参考答案文件对应题号,年报p25;文档核验:2018Q08逐题分析,0.6747,0.5544,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已确认未检索到明确摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0057,year_report_observation,YRO-C003-2018-09,year_report_metric_review_required,已文档核验2018Q09: 原卷真题p4; 答案2018广州中考答案.pdf; 年报p26; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-09,2018广州中考.pdf,真题p4,2018广州中考答案.pdf,参考答案文件对应题号,年报p26;文档核验:2018Q09逐题分析,0.6171,0.7019,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已确认未检索到明确摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0058,year_report_observation,YRO-C003-2018-10,year_report_metric_review_required,已文档核验2018Q10: 原卷真题p4; 答案2018广州中考答案.pdf; 年报p28; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-10,2018广州中考.pdf,真题p4,2018广州中考答案.pdf,参考答案文件对应题号,年报p28;文档核验:2018Q10逐题分析,0.5948,0.6196,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已确认未检索到明确摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0059,year_report_observation,YRO-C003-2018-11,year_report_metric_review_required,已文档核验2018Q11: 原卷真题p4; 答案2018广州中考答案.pdf; 年报p30; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-11,2018广州中考.pdf,真题p4,2018广州中考答案.pdf,参考答案文件对应题号,年报p30;文档核验:2018Q11逐题分析,0.6891,0.5218,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0060,year_report_observation,YRO-C003-2018-12,year_report_metric_review_required,已文档核验2018Q12: 原卷真题p4; 答案2018广州中考答案.pdf; 年报p32; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-12,2018广州中考.pdf,真题p4,2018广州中考答案.pdf,参考答案文件对应题号,年报p32;文档核验:2018Q12逐题分析,0.4913,0.6027,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0061,year_report_observation,YRO-C003-2018-13,year_report_discrimination_review_required,已文档核验2018Q13: 原卷真题p5; 答案2018广州中考答案.pdf; 年报p34; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-13,2018广州中考.pdf,真题p5,2018广州中考答案.pdf,参考答案文件对应题号,年报p34;文档核验:2018Q13逐题分析,0.6965,0.5665,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0062,year_report_observation,YRO-C003-2018-14,year_report_discrimination_review_required,已文档核验2018Q14: 原卷真题p5; 答案2018广州中考答案.pdf; 年报p36; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-14,2018广州中考.pdf,真题p5,2018广州中考答案.pdf,参考答案文件对应题号,年报p36;文档核验:2018Q14逐题分析,0.6179,0.515,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0063,year_report_observation,YRO-C003-2018-15,year_report_discrimination_review_required,已文档核验2018Q15: 原卷真题p5; 答案2018广州中考答案.pdf; 年报p39; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-15,2018广州中考.pdf,真题p5,2018广州中考答案.pdf,参考答案文件对应题号,年报p39;文档核验:2018Q15逐题分析,0.6324,0.4997,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0064,year_report_observation,YRO-C003-2018-16,year_report_discrimination_review_required,已文档核验2018Q16: 原卷真题p6; 答案2018广州中考答案.pdf; 年报p42; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-16,2018广州中考.pdf,真题p6,2018广州中考答案.pdf,参考答案文件对应题号,年报p42;文档核验:2018Q16逐题分析,0.7905,0.5367,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0065,year_report_observation,YRO-C003-2018-17,year_report_discrimination_review_required,已文档核验2018Q17: 原卷真题p6; 答案2018广州中考答案.pdf; 年报p46; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-17,2018广州中考.pdf,真题p6,2018广州中考答案.pdf,参考答案文件对应题号,年报p46;文档核验:2018Q17逐题分析,0.4802,0.6516,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0066,year_report_observation,YRO-C003-2018-18,year_report_discrimination_review_required,已文档核验2018Q18: 原卷真题p6; 答案2018广州中考答案.pdf; 年报p50; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-18,2018广州中考.pdf,真题p6,2018广州中考答案.pdf,参考答案文件对应题号,年报p50;文档核验:2018Q18逐题分析,0.5828,0.6207,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0067,year_report_observation,YRO-C003-2018-19,year_report_metric_review_required,已文档核验2018Q19: 原卷真题p7; 答案2018广州中考答案.pdf; 年报p55; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-19,2018广州中考.pdf,真题p7,2018广州中考答案.pdf,参考答案文件对应题号,年报p55;文档核验:2018Q19逐题分析,0.6966,0.4993,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0068,year_report_observation,YRO-C003-2018-20,year_report_discrimination_review_required,已文档核验2018Q20: 原卷真题p4; 答案2018广州中考答案.pdf; 年报p60; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-20,2018广州中考.pdf,真题p4,2018广州中考答案.pdf,参考答案文件对应题号,年报p60;文档核验:2018Q20逐题分析,0.7209,0.7551,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0069,year_report_observation,YRO-C003-2018-21,year_report_discrimination_review_required,已文档核验2018Q21: 原卷真题p8; 答案2018广州中考答案.pdf; 年报p64; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-21,2018广州中考.pdf,真题p8,2018广州中考答案.pdf,参考答案文件对应题号,年报p64;文档核验:2018Q21逐题分析,0.5375,0.7744,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0070,year_report_observation,YRO-C003-2018-22,year_report_metric_review_required,已文档核验2018Q22: 原卷真题p9; 答案2018广州中考答案.pdf; 年报p72; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-22,2018广州中考.pdf,真题p9,2018广州中考答案.pdf,参考答案文件对应题号,年报p72;文档核验:2018Q22逐题分析,0.6895,0.5453,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0071,year_report_observation,YRO-C003-2018-23,year_report_discrimination_review_required,已文档核验2018Q23: 原卷真题p10; 答案2018广州中考答案.pdf; 年报p77; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-23,2018广州中考.pdf,真题p10,2018广州中考答案.pdf,参考答案文件对应题号,年报p77;文档核验:2018Q23逐题分析,0.5822,0.4403,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0072,year_report_observation,YRO-C003-2018-24,year_report_discrimination_review_required,已文档核验2018Q24: 原卷真题p11; 答案2018广州中考答案.pdf; 年报p84; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2018-24,2018广州中考.pdf,真题p11,2018广州中考答案.pdf,参考答案文件对应题号,年报p84;文档核验:2018Q24逐题分析,0.5887,0.7583,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0073,year_report_observation,YRO-C003-2019-01,year_report_metric_review_required,已文档核验2019Q01: 原卷真题p1; 答案2019广州中考答案.pdf; 年报p10; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-01,2019广州中考.pdf,真题p1,2019广州中考答案.pdf,参考答案文件对应题号,年报p10;文档核验:2019Q01逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0074,year_report_observation,YRO-C003-2019-02,year_report_metric_review_required,已文档核验2019Q02: 原卷真题p1; 答案2019广州中考答案.pdf; 年报p10; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-02,2019广州中考.pdf,真题p1,2019广州中考答案.pdf,参考答案文件对应题号,年报p10;文档核验:2019Q02逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0075,year_report_observation,YRO-C003-2019-03,year_report_metric_review_required,已文档核验2019Q03: 原卷真题p1; 答案2019广州中考答案.pdf; 年报p13; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-03,2019广州中考.pdf,真题p1,2019广州中考答案.pdf,参考答案文件对应题号,年报p13;文档核验:2019Q03逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0076,year_report_observation,YRO-C003-2019-04,year_report_metric_review_required,已文档核验2019Q04: 原卷真题p1; 答案2019广州中考答案.pdf; 年报p18; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-04,2019广州中考.pdf,真题p1,2019广州中考答案.pdf,参考答案文件对应题号,年报p18;文档核验:2019Q04逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0077,year_report_observation,YRO-C003-2019-05,year_report_metric_review_required,已文档核验2019Q05: 原卷真题p1; 答案2019广州中考答案.pdf; 年报p21; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-05,2019广州中考.pdf,真题p1,2019广州中考答案.pdf,参考答案文件对应题号,年报p21;文档核验:2019Q05逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0078,year_report_observation,YRO-C003-2019-06,year_report_metric_review_required,已文档核验2019Q06: 原卷真题p2; 答案2019广州中考答案.pdf; 年报p23; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-06,2019广州中考.pdf,真题p2,2019广州中考答案.pdf,参考答案文件对应题号,年报p23;文档核验:2019Q06逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0079,year_report_observation,YRO-C003-2019-07,year_report_metric_review_required,已文档核验2019Q07: 原卷真题p2; 答案2019广州中考答案.pdf; 年报p25; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-07,2019广州中考.pdf,真题p2,2019广州中考答案.pdf,参考答案文件对应题号,年报p25;文档核验:2019Q07逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0080,year_report_observation,YRO-C003-2019-08,year_report_metric_review_required,已文档核验2019Q08: 原卷真题p3; 答案2019广州中考答案.pdf; 年报p28; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-08,2019广州中考.pdf,真题p3,2019广州中考答案.pdf,参考答案文件对应题号,年报p28;文档核验:2019Q08逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0081,year_report_observation,YRO-C003-2019-09,year_report_metric_review_required,已文档核验2019Q09: 原卷真题p3; 答案2019广州中考答案.pdf; 年报p30; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-09,2019广州中考.pdf,真题p3,2019广州中考答案.pdf,参考答案文件对应题号,年报p30;文档核验:2019Q09逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0082,year_report_observation,YRO-C003-2019-10,year_report_metric_review_required,已文档核验2019Q10: 原卷真题p3; 答案2019广州中考答案.pdf; 年报p34; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-10,2019广州中考.pdf,真题p3,2019广州中考答案.pdf,参考答案文件对应题号,年报p34;文档核验:2019Q10逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0083,year_report_observation,YRO-C003-2019-11,year_report_metric_review_required,已文档核验2019Q11: 原卷真题p4; 答案2019广州中考答案.pdf; 年报p36; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-11,2019广州中考.pdf,真题p4,2019广州中考答案.pdf,参考答案文件对应题号,年报p36;文档核验:2019Q11逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0084,year_report_observation,YRO-C003-2019-12,year_report_metric_review_required,已文档核验2019Q12: 原卷真题p4; 答案2019广州中考答案.pdf; 年报p18; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-12,2019广州中考.pdf,真题p4,2019广州中考答案.pdf,参考答案文件对应题号,年报p18;文档核验:2019Q12逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0085,year_report_observation,YRO-C003-2019-13,year_report_metric_review_required,已文档核验2019Q13: 原卷真题p4; 答案2019广州中考答案.pdf; 年报p42; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-13,2019广州中考.pdf,真题p4,2019广州中考答案.pdf,参考答案文件对应题号,年报p42;文档核验:2019Q13逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0086,year_report_observation,YRO-C003-2019-14,year_report_metric_review_required,已文档核验2019Q14: 原卷真题p5; 答案2019广州中考答案.pdf; 年报p48; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-14,2019广州中考.pdf,真题p5,2019广州中考答案.pdf,参考答案文件对应题号,年报p48;文档核验:2019Q14逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0087,year_report_observation,YRO-C003-2019-15,year_report_metric_review_required,已文档核验2019Q15: 原卷真题p5; 答案2019广州中考答案.pdf; 年报p53; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-15,2019广州中考.pdf,真题p5,2019广州中考答案.pdf,参考答案文件对应题号,年报p53;文档核验:2019Q15逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0088,year_report_observation,YRO-C003-2019-16,year_report_metric_review_required,已文档核验2019Q16: 原卷真题p5; 答案2019广州中考答案.pdf; 年报p59; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-16,2019广州中考.pdf,真题p5,2019广州中考答案.pdf,参考答案文件对应题号,年报p59;文档核验:2019Q16逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0089,year_report_observation,YRO-C003-2019-17,year_report_metric_review_required,已文档核验2019Q17: 原卷真题p6; 答案2019广州中考答案.pdf; 年报p65; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-17,2019广州中考.pdf,真题p6,2019广州中考答案.pdf,参考答案文件对应题号,年报p65;文档核验:2019Q17逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0090,year_report_observation,YRO-C003-2019-18,year_report_metric_review_required,已文档核验2019Q18: 原卷真题p6; 答案2019广州中考答案.pdf; 年报p70; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-18,2019广州中考.pdf,真题p6,2019广州中考答案.pdf,参考答案文件对应题号,年报p70;文档核验:2019Q18逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0091,year_report_observation,YRO-C003-2019-19,year_report_metric_review_required,已文档核验2019Q19: 原卷真题p6; 答案2019广州中考答案.pdf; 年报p72-p76;文档核验:2019Q19逐题分析; 难度/区分度已摘录或确认缺项; 错误/建议已摘录,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-19,2019广州中考.pdf,真题p6,2019广州中考答案.pdf,参考答案文件对应题号,年报p72-p76;文档核验:2019Q19逐题分析,,,difficulty:缺项确认; discrimination:缺项确认,已摘录,已摘录,resolved_with_verified_evidence_and_confirmed_unavailable_metrics
