issue_id,entity_type,entity_id,issue_type,issue_summary,severity,recommended_action,review_status,production_eligible
QI-C003-0099,year_report_observation,YRO-C003-2020-03,year_report_metric_review_required,已文档核验2020Q03: 原卷真题p1; 答案2020广州中考（含答案）.pdf; 年报p13; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0100,year_report_observation,YRO-C003-2020-04,year_report_metric_review_required,已文档核验2020Q04: 原卷真题p1; 答案2020广州中考（含答案）.pdf; 年报p17; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0101,year_report_observation,YRO-C003-2020-05,year_report_metric_review_required,已文档核验2020Q05: 原卷真题p1; 答案2020广州中考（含答案）.pdf; 年报p17; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0102,year_report_observation,YRO-C003-2020-06,year_report_metric_review_required,已文档核验2020Q06: 原卷真题p2; 答案2020广州中考（含答案）.pdf; 年报p18; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0103,year_report_observation,YRO-C003-2020-07,year_report_metric_review_required,已文档核验2020Q07: 原卷真题p2; 答案2020广州中考（含答案）.pdf; 年报p19; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0104,year_report_observation,YRO-C003-2020-08,year_report_metric_review_required,已文档核验2020Q08: 原卷真题p2; 答案2020广州中考（含答案）.pdf; 年报p20; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0105,year_report_observation,YRO-C003-2020-09,year_report_metric_review_required,已文档核验2020Q09: 原卷真题p3; 答案2020广州中考（含答案）.pdf; 年报p24; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0106,year_report_observation,YRO-C003-2020-10,year_report_metric_review_required,已文档核验2020Q10: 原卷真题p3; 答案2020广州中考（含答案）.pdf; 年报p25; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0107,year_report_observation,YRO-C003-2020-11,year_report_metric_review_required,已文档核验2020Q11: 原卷真题p3; 答案2020广州中考（含答案）.pdf; 年报p27; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0108,year_report_observation,YRO-C003-2020-12,year_report_metric_review_required,已文档核验2020Q12: 原卷真题p4; 答案2020广州中考（含答案）.pdf; 年报p31; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0109,year_report_observation,YRO-C003-2020-13,year_report_metric_review_required,已文档核验2020Q13: 原卷真题p4; 答案2020广州中考（含答案）.pdf; 年报p34; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0110,year_report_observation,YRO-C003-2020-14,year_report_metric_review_required,已文档核验2020Q14，年报逐题分析位置已修正为年报p41-p43;文档核验:2020Q14逐题分析，难度/区分度已摘录或确认缺项，典型错误/教学建议已写入 observation,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0111,year_report_observation,YRO-C003-2020-15,year_report_metric_review_required,已文档核验2020Q15: 原卷真题p3; 答案2020广州中考（含答案）.pdf; 年报p46; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0112,year_report_observation,YRO-C003-2020-16,year_report_metric_review_required,已文档核验2020Q16: 原卷真题p5; 答案2020广州中考（含答案）.pdf; 年报p46; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0113,year_report_observation,YRO-C003-2020-17,year_report_metric_review_required,已文档核验2020Q17: 原卷真题p5; 答案2020广州中考（含答案）.pdf; 年报p49; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0114,year_report_observation,YRO-C003-2020-18,year_report_metric_review_required,已文档核验2020Q18: 原卷真题p6; 答案2020广州中考（含答案）.pdf; 年报p53; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0115,year_report_observation,YRO-C003-2020-19,year_report_metric_review_required,已文档核验2020Q19: 原卷真题p6; 答案2020广州中考（含答案）.pdf; 年报p59; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0116,year_report_observation,YRO-C003-2020-20,year_report_metric_review_required,已文档核验2020Q20: 原卷真题p6; 答案2020广州中考（含答案）.pdf; 年报p64; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0117,year_report_observation,YRO-C003-2020-21,year_report_metric_review_required,已文档核验2020Q21: 原卷真题p7; 答案2020广州中考（含答案）.pdf; 年报p70; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0118,year_report_observation,YRO-C003-2020-22,year_report_metric_review_required,已文档核验2020Q22: 原卷真题p7; 答案2020广州中考（含答案）.pdf; 年报p74; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0119,year_report_observation,YRO-C003-2020-23,year_report_metric_review_required,已文档核验2020Q23: 原卷真题p7; 答案2020广州中考（含答案）.pdf; 年报p80; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0120,year_report_observation,YRO-C003-2020-24,year_report_metric_review_required,已文档核验2020Q24: 原卷真题p8; 答案2020广州中考（含答案）.pdf; 年报p80; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0121,year_report_observation,YRO-C003-2021-01,year_report_discrimination_review_required,已文档核验2021Q01: 原卷真题p1; 答案2021广州中考-参考答案.pdf; 年报p3; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0122,year_report_observation,YRO-C003-2021-02,year_report_discrimination_review_required,已文档核验2021Q02: 原卷真题p1; 答案2021广州中考-参考答案.pdf; 年报p5; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0123,year_report_observation,YRO-C003-2021-03,year_report_discrimination_review_required,已文档核验2021Q03: 原卷真题p1; 答案2021广州中考-参考答案.pdf; 年报p7; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0124,year_report_observation,YRO-C003-2021-04,year_report_metric_review_required,已文档核验2021Q04: 原卷真题p1; 答案2021广州中考-参考答案.pdf; 年报p8; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0125,year_report_observation,YRO-C003-2021-05,year_report_discrimination_review_required,已文档核验2021Q05: 原卷真题p1; 答案2021广州中考-参考答案.pdf; 年报p9; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0126,year_report_observation,YRO-C003-2021-06,year_report_discrimination_review_required,已文档核验2021Q06: 原卷真题p2; 答案2021广州中考-参考答案.pdf; 年报p10; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0127,year_report_observation,YRO-C003-2021-07,year_report_discrimination_review_required,已文档核验2021Q07: 原卷真题p2; 答案2021广州中考-参考答案.pdf; 年报p11; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0128,year_report_observation,YRO-C003-2021-08,year_report_discrimination_review_required,已文档核验2021Q08: 原卷真题p2; 答案2021广州中考-参考答案.pdf; 年报p12; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0129,year_report_observation,YRO-C003-2021-09,year_report_metric_review_required,已文档核验2021Q09: 原卷真题p3; 答案2021广州中考-参考答案.pdf; 年报p13; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0130,year_report_observation,YRO-C003-2021-10,year_report_discrimination_review_required,已文档核验2021Q10: 原卷真题p3; 答案2021广州中考-参考答案.pdf; 年报p15; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0131,year_report_observation,YRO-C003-2021-11,year_report_metric_review_required,已文档核验2021Q11: 原卷真题p3; 答案2021广州中考-参考答案.pdf; 年报p15; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0132,year_report_observation,YRO-C003-2021-12,year_report_metric_review_required,已文档核验2021Q12: 原卷真题p4; 答案2021广州中考-参考答案.pdf; 年报p24; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0133,year_report_observation,YRO-C003-2021-13,year_report_metric_review_required,已文档核验2021Q13: 原卷真题p4; 答案2021广州中考-参考答案.pdf; 年报p28; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0134,year_report_observation,YRO-C003-2021-14,year_report_discrimination_review_required,已文档核验2021Q14: 原卷真题p5; 答案2021广州中考-参考答案.pdf; 年报p30; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0135,year_report_observation,YRO-C003-2021-15,year_report_discrimination_review_required,已文档核验2021Q15: 原卷真题p5; 答案2021广州中考-参考答案.pdf; 年报p31; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0136,year_report_observation,YRO-C003-2021-16,year_report_metric_review_required,已文档核验2021Q16: 原卷真题p6; 答案2021广州中考-参考答案.pdf; 年报p20; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0137,year_report_observation,YRO-C003-2021-17,year_report_metric_review_required,已文档核验2021Q17: 原卷真题p7; 答案2021广州中考-参考答案.pdf; 年报p40; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0138,year_report_observation,YRO-C003-2021-18,year_report_metric_review_required,已文档核验2021Q18: 原卷真题p8; 答案2021广州中考-参考答案.pdf; 年报p42; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0139,year_report_observation,YRO-C003-2022-01,year_report_discrimination_review_required,已文档核验2022Q01: 原卷真题p1; 答案2022广州中考-参考答案.pdf; 年报p10; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0140,year_report_observation,YRO-C003-2022-02,year_report_discrimination_review_required,已文档核验2022Q02: 原卷真题p1; 答案2022广州中考-参考答案.pdf; 年报p10; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0141,year_report_observation,YRO-C003-2022-03,year_report_discrimination_review_required,已文档核验2022Q03: 原卷真题p1; 答案2022广州中考-参考答案.pdf; 年报p11; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0142,year_report_observation,YRO-C003-2022-04,year_report_discrimination_review_required,已文档核验2022Q04: 原卷真题p1; 答案2022广州中考-参考答案.pdf; 年报p12; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0143,year_report_observation,YRO-C003-2022-05,year_report_discrimination_review_required,已文档核验2022Q05: 原卷真题p2; 答案2022广州中考-参考答案.pdf; 年报p13; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0144,year_report_observation,YRO-C003-2022-06,year_report_discrimination_review_required,已文档核验2022Q06: 原卷真题p2; 答案2022广州中考-参考答案.pdf; 年报p14; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0145,year_report_observation,YRO-C003-2022-07,year_report_metric_review_required,已文档核验2022Q07: 原卷真题p2; 答案2022广州中考-参考答案.pdf; 年报p16; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0146,year_report_observation,YRO-C003-2022-08,year_report_discrimination_review_required,已文档核验2022Q08: 原卷真题p3; 答案2022广州中考-参考答案.pdf; 年报p16; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0147,year_report_observation,YRO-C003-2022-09,year_report_discrimination_review_required,已文档核验2022Q09: 原卷真题p3; 答案2022广州中考-参考答案.pdf; 年报p17; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0148,year_report_observation,YRO-C003-2022-10,year_report_metric_review_required,已文档核验2022Q10: 原卷真题p3; 答案2022广州中考-参考答案.pdf; 年报p18; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0149,year_report_observation,YRO-C003-2022-11,year_report_discrimination_review_required,已文档核验2022Q11: 原卷真题p3; 答案2022广州中考-参考答案.pdf; 年报p19; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0150,year_report_observation,YRO-C003-2022-12,year_report_metric_review_required,已文档核验2022Q12: 原卷真题p4; 答案2022广州中考-参考答案.pdf; 年报p22; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0151,year_report_observation,YRO-C003-2022-13,year_report_metric_review_required,已文档核验2022Q13: 原卷真题p4; 答案2022广州中考-参考答案.pdf; 年报p23; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0152,year_report_observation,YRO-C003-2022-14,year_report_metric_review_required,已文档核验2022Q14: 原卷真题p4; 答案2022广州中考-参考答案.pdf; 年报p25; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0153,year_report_observation,YRO-C003-2022-15,year_report_metric_review_required,已文档核验2022Q15: 原卷真题p5; 答案2022广州中考-参考答案.pdf; 年报p29; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0154,year_report_observation,YRO-C003-2022-16,year_report_metric_review_required,已文档核验2022Q16: 原卷真题p5; 答案2022广州中考-参考答案.pdf; 年报p30; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0155,year_report_observation,YRO-C003-2022-17,year_report_discrimination_review_required,已文档核验2022Q17: 原卷真题p6; 答案2022广州中考-参考答案.pdf; 年报p34; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0156,year_report_observation,YRO-C003-2022-18,year_report_metric_review_required,已文档核验2022Q18: 原卷真题p7; 答案2022广州中考-参考答案.pdf; 年报p38; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0157,year_report_observation,YRO-C003-2023-01,year_report_discrimination_review_required,已文档核验2023Q01: 原卷真题p1; 答案2023广州中考_参考答案.pdf; 年报p3; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0158,year_report_observation,YRO-C003-2023-02,year_report_discrimination_review_required,已文档核验2023Q02: 原卷真题p1; 答案2023广州中考_参考答案.pdf; 年报p3; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0159,year_report_observation,YRO-C003-2023-03,year_report_discrimination_review_required,已文档核验2023Q03: 原卷真题p1; 答案2023广州中考_参考答案.pdf; 年报p3; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0160,year_report_observation,YRO-C003-2023-04,year_report_discrimination_review_required,已文档核验2023Q04: 原卷真题p1; 答案2023广州中考_参考答案.pdf; 年报p6; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0161,year_report_observation,YRO-C003-2023-05,year_report_discrimination_review_required,已文档核验2023Q05: 原卷真题p2; 答案2023广州中考_参考答案.pdf; 年报p7; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0162,year_report_observation,YRO-C003-2023-06,year_report_discrimination_review_required,已文档核验2023Q06: 原卷真题p2; 答案2023广州中考_参考答案.pdf; 年报p8; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0163,year_report_observation,YRO-C003-2023-07,year_report_discrimination_review_required,已文档核验2023Q07: 原卷真题p3; 答案2023广州中考_参考答案.pdf; 年报p9; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0164,year_report_observation,YRO-C003-2023-08,year_report_discrimination_review_required,已文档核验2023Q08: 原卷真题p3; 答案2023广州中考_参考答案.pdf; 年报p10; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0165,year_report_observation,YRO-C003-2023-09,year_report_metric_review_required,已文档核验2023Q09: 原卷真题p3; 答案2023广州中考_参考答案.pdf; 年报p11; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0166,year_report_observation,YRO-C003-2023-10,year_report_discrimination_review_required,已文档核验2023Q10: 原卷真题p4; 答案2023广州中考_参考答案.pdf; 年报p13; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0167,year_report_observation,YRO-C003-2023-11,year_report_metric_review_required,已文档核验2023Q11: 原卷真题p4; 答案2023广州中考_参考答案.pdf; 年报p15; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0168,year_report_observation,YRO-C003-2023-12,year_report_discrimination_review_required,已文档核验2023Q12: 原卷真题p4; 答案2023广州中考_参考答案.pdf; 年报p18; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0169,year_report_observation,YRO-C003-2023-13,year_report_discrimination_review_required,已文档核验2023Q13: 原卷真题p5; 答案2023广州中考_参考答案.pdf; 年报p21; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0170,year_report_observation,YRO-C003-2023-14,year_report_metric_review_required,已文档核验2023Q14: 原卷真题p5; 答案2023广州中考_参考答案.pdf; 年报p26; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0171,year_report_observation,YRO-C003-2023-15,year_report_metric_review_required,已文档核验2023Q15: 原卷真题p6; 答案2023广州中考_参考答案.pdf; 年报p29; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0172,year_report_observation,YRO-C003-2023-16,year_report_metric_review_required,已文档核验2023Q16: 原卷真题p6; 答案2023广州中考_参考答案.pdf; 年报p10; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0173,year_report_observation,YRO-C003-2023-17,year_report_discrimination_review_required,已文档核验2023Q17，年报逐题分析位置已修正为年报p37-p43;文档核验:2023Q17逐题分析，难度/区分度已摘录或确认缺项，典型错误/教学建议已写入 observation,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0174,year_report_observation,YRO-C003-2023-18,year_report_metric_review_required,已文档核验2023Q18: 原卷真题p8; 答案2023广州中考_参考答案.pdf; 年报p44; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0175,year_report_observation,YRO-C003-2024-01,year_report_discrimination_review_required,已文档核验2024Q01: 原卷真题p1; 答案2024广州中考（解析版）.pdf; 年报p6; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0176,year_report_observation,YRO-C003-2024-02,year_report_discrimination_review_required,已文档核验2024Q02: 原卷真题p1; 答案2024广州中考（解析版）.pdf; 年报p7; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0177,year_report_observation,YRO-C003-2024-03,year_report_discrimination_review_required,已文档核验2024Q03: 原卷真题p1; 答案2024广州中考（解析版）.pdf; 年报p7; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0178,year_report_observation,YRO-C003-2024-04,year_report_discrimination_review_required,已文档核验2024Q04: 原卷真题p1; 答案2024广州中考（解析版）.pdf; 年报p8; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0179,year_report_observation,YRO-C003-2024-05,year_report_discrimination_review_required,已文档核验2024Q05: 原卷真题p2; 答案2024广州中考（解析版）.pdf; 年报p9; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0180,year_report_observation,YRO-C003-2024-06,year_report_discrimination_review_required,已文档核验2024Q06: 原卷真题p2; 答案2024广州中考（解析版）.pdf; 年报p10; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0181,year_report_observation,YRO-C003-2024-07,year_report_discrimination_review_required,已文档核验2024Q07: 原卷真题p3; 答案2024广州中考（解析版）.pdf; 年报p11; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0182,year_report_observation,YRO-C003-2024-08,year_report_discrimination_review_required,已文档核验2024Q08: 原卷真题p3; 答案2024广州中考（解析版）.pdf; 年报p12; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0183,year_report_observation,YRO-C003-2024-09,year_report_discrimination_review_required,已文档核验2024Q09: 原卷真题p3; 答案2024广州中考（解析版）.pdf; 年报p13; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0184,year_report_observation,YRO-C003-2024-10,year_report_discrimination_review_required,已文档核验2024Q10: 原卷真题p3; 答案2024广州中考（解析版）.pdf; 年报p14; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0185,year_report_observation,YRO-C003-2024-11,year_report_page_unverified,已文档核验2024Q11: 原卷真题p4; 答案2024广州中考（解析版）.pdf; 年报p15; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,medium,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0186,year_report_observation,YRO-C003-2024-12,year_report_page_unverified,已文档核验2024Q12: 原卷真题p4; 答案2024广州中考（解析版）.pdf; 年报p18; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,medium,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0187,year_report_observation,YRO-C003-2024-13,year_report_discrimination_review_required,已文档核验2024Q13: 原卷真题p4; 答案2024广州中考（解析版）.pdf; 年报p22; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0188,year_report_observation,YRO-C003-2024-14,year_report_discrimination_review_required,已文档核验2024Q14: 原卷真题p5; 答案2024广州中考（解析版）.pdf; 年报p27; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0189,year_report_observation,YRO-C003-2024-15,year_report_discrimination_review_required,已文档核验2024Q15: 原卷真题p6; 答案2024广州中考（解析版）.pdf; 年报p30; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0190,year_report_observation,YRO-C003-2024-16,year_report_discrimination_review_required,已文档核验2024Q16: 原卷真题p6; 答案2024广州中考（解析版）.pdf; 年报p36; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0191,year_report_observation,YRO-C003-2024-17,year_report_page_unverified,已文档核验2024Q17: 原卷真题p6; 答案2024广州中考（解析版）.pdf; 年报p38; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,medium,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0192,year_report_observation,YRO-C003-2024-18,year_report_metric_review_required,已文档核验2024Q18: 原卷真题p7; 答案2024广州中考（解析版）.pdf; 年报p13; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0193,year_report_observation,YRO-C003-2025-01,year_report_discrimination_review_required,已文档核验2025Q01: 原卷真题p1; 答案2025广州中考（解析版）.pdf; 年报p7; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0194,year_report_observation,YRO-C003-2025-02,year_report_human_confirmation_required,已文档核验2025Q02: 原卷真题p1; 答案2025广州中考（解析版）.pdf; 年报p7; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
