question_id,year,paper_id,source_file,question_number,question_type,score,page_or_location,stem_summary,primary_knowledge_id,secondary_knowledge_ids,primary_exam_point_id,secondary_exam_point_ids,ability_dimensions,curriculum_item_ids,textbook_node_ids,answer_source_id,year_report_source_id,confidence,extracted_by,review_status,production_eligible,notes
QPHY-C003-2017-14,2017,SRC-C003-008,2017广州中考.pdf,14,fill_or_drawing,,真题p4,14．以下是关于相对湿度的资料 ①若 1m3的空气能容纳水蒸气为 8g，而实际容纳了 4g，则相对湿度为 50%． ②相对湿度越大，水蒸发得越慢. 如图 14，其中一温度计液泡由浸透水的布料覆盖（湿球温度计），另一温度计的液泡直 接暴露在空气中（干球温度计），利用两温度计的示数及下表可得当时的相对湿度． 湿球温度计 干、湿球 温度计示数差 干球温度计 ℃ （℃） 1 2 3 相 对 20 湿 干球温度计 度 10 示数（℃） （%） 0 14 89 79 69 16 90 80 71 水 18 91 81 72 20 91 82 74 图 14 （1）图 14 干球温度计示数为 16℃，湿球温度计示数为_______℃．从表中推算出此时 相对湿度是________%． （2）根据表归纳“当湿球温度计与干球温度计示数差为 3℃时，相对湿度与干球温度计 测得的温度的关系．” __________________________________________________________________ （3）简单解释为什么广州相对湿度大于 90%的日子，湿衣服很难晾干？ __________________________________________________________________,KPHY-C003-084,,EPHY-C003-040,EPHY-C003-006;EPHY-C003-041,信息提取,CS-C003-4-2,,SRC-C003-009,SRC-C003-010,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2017-15,2017,SRC-C003-008,2017广州中考.pdf,15,fill_or_drawing,,真题p5,15．如图 15，用测力计拉动木块，使它沿同一水平路面运动．AB 段，木块受水平力 F 1 作用做匀速直线运动．CD 段，改用另一大小不变的水平力 F 拉动木块继续运动．两力大小 2 如图 15． A B C D （1）F 为______N． 2 （2）若 s =s ，AB 段 F 做的功_____CD 段 F 做的功（选填“＞”、“＝”、“＜”）． AB CD 1 2 （3）CD 段，木块受到的摩擦力大小为_______N． N N N N F 1 v F 2 图 15 5 5 4 4 3 3 2 2 1 1 0 0 5 5 4 4 3 3 2 2 1 1 0 0,KPHY-C003-027,,EPHY-C003-014,EPHY-C003-015;EPHY-C003-040,科学推理;模型建构,CS-C003-2-2-3;CS-C003-4-1-6,TBPHY-C003-041;TBPHY-C003-043;TBPHY-C003-044;TBPHY-C003-045,SRC-C003-009,SRC-C003-010,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2017-16,2017,SRC-C003-008,2017广州中考.pdf,16,fill_or_drawing,,真题p4,16．用力 F 把门推开，弹性绳会被拉长．如图 16，门处于静止状态． 1 （1）画出弹性绳对门的拉力 F 的示意图. 2 （2）O 为支点，画出 F 的力臂． 1 （3）根据杠杆的平衡条件________可知 F _______ F（选填“＞”、“＝”、“＜”） 1 2 F1 门 天窗 O 弹性绳 图 16 图 17,KPHY-C003-084,,EPHY-C003-040,EPHY-C003-006;EPHY-C003-041,信息提取,CS-C003-4-2,,SRC-C003-009,SRC-C003-010,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2017-17,2017,SRC-C003-008,2017广州中考.pdf,17,fill_or_drawing,,真题p5,17．若汽车轮胎上标有“87 W”，由表 1、2 可知“87”表示每 ． 个 ． 轮胎允许承载最大质 量为 545kg，“W”表示汽车行驶速度不能超过 270km/h． 表 1 表 2 负荷指数 87 88 89 90 速度级别代号 H V W 允许承载最大质量（kg） 545 560 580 600 允许最高速度（km/h） 210 240 270 某汽车的轮胎上标有“90 V”．查表可知此汽车每个轮胎允许承载最大质量为____kg， 行驶速度不能超过________km/h．,KPHY-C003-026,,EPHY-C003-002,EPHY-C003-040,信息提取;数学运算,CS-C003-2-2-2;CS-C003-4-1-5,TBPHY-C003-002;TBPHY-C003-005;TBPHY-C003-006,SRC-C003-009,SRC-C003-010,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2017-18,2017,SRC-C003-008,2017广州中考.pdf,18,fill_or_drawing,,真题p4,"18．图 17，行驶中的汽车,车窗紧闭，当打开天窗时，天窗外空气的流速_____车内空气 的流速，天窗外空气的压强___车内空气的压强（选填“＞”、“＝”、“＜”）,所以车内空气 被“抽”到车外．",KPHY-C003-084,,EPHY-C003-040,EPHY-C003-006;EPHY-C003-041,信息提取,CS-C003-4-2,,SRC-C003-009,SRC-C003-010,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2017-19,2017,SRC-C003-008,2017广州中考.pdf,19,fill_or_drawing,,真题p5,19．停在水平地面的汽车质量为 2400kg，汽车所受重力为________N．轮胎与地面接触 面积共为 0.12m2，汽车对地面压强为______Pa．（g=10 N/ kg）,KPHY-C003-026,,EPHY-C003-002,EPHY-C003-020;EPHY-C003-040,信息提取;数学运算,CS-C003-2-2-2;CS-C003-4-1-5,TBPHY-C003-002;TBPHY-C003-005;TBPHY-C003-006,SRC-C003-009,SRC-C003-010,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2017-20,2017,SRC-C003-008,2017广州中考.pdf,20,analysis_calculation,,真题p3,"20．某比赛，两选手分别用六根完全相同的长方体木条搭建了甲、乙两木筏．如图 18 所示，两木筏静止在水面． （1）以点代替木筏，在方框内画出甲木筏的受力示意图． （2）甲木筏的质量为 100kg，底面积为 2m2．求甲木筏浸入水中的深度． （ρ =1.0×103 kg/m3, g=10 N/ kg） 水 （3）甲木筏所受浮力 乙木筏所受浮力(选填“＞”、“＝”、“＜”)．写出你的分 析过程. 甲 乙 图 18",KPHY-C003-084,,EPHY-C003-040,,信息提取,CS-C003-4-2,,SRC-C003-009,SRC-C003-010,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2017-21,2017,SRC-C003-008,2017广州中考.pdf,21,analysis_calculation,,真题p6,21．(17 中考)图 19 是某手机充电示意图及简化电路图．下表是充电过程中某些时段相 关数据 A 阶段 B 阶段 … D 阶段 充电时间 0-5min 5min-10min 80min-85min 数据线两端电压 U/V 5.0 4.5 … 5.0 流经数据线的电流 I/A 4.4 4.0 … 数据线和手机的总功率 P/W,KPHY-C003-084,,EPHY-C003-040,EPHY-C003-018;EPHY-C003-030;EPHY-C003-003,信息提取,CS-C003-4-2,,SRC-C003-009,SRC-C003-010,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2017-22,2017,SRC-C003-008,2017广州中考.pdf,22,experiment_inquiry,,真题p6,22．（1）如图 21，通电线圈的 B 端与磁铁 N 极相吸，则 A 端是______极． （选填“N”、“S” ） 请在图 22 中以线代替导线，连接线圈与电池，让线圈的 B 端与磁铁 N 极相斥． E L A A N 圈 线圈 B B 磁铁 N 磁铁 N ③ ① ② 1.5V 图 21 图 22 图 23 （2）图 23 中三脚插头上的三个插脚分别与导线①、②、③连通，但未知导线①、②、 ③中哪根与标有 N 的插脚相连．请你将图 23 所示实物图连接起来检测 N 插脚与导线②是否 相连．若观察到＿＿＿现象，说明导线②是接到 N 插脚上．,KPHY-C003-084,,EPHY-C003-040,,信息提取,CS-C003-4-2,,SRC-C003-009,SRC-C003-010,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2017-23,2017,SRC-C003-008,2017广州中考.pdf,23,experiment_inquiry,,真题p7,23．伏安法测定值电阻的实验 （1）请在方框内画出实验电路图． 密 V A 5 1 1 3 -- 3 15 -- 0．6 3 V 3 A 定值 电阻 ˉ 3 15 ˉ 0.6 3 - + 图 25 图 24 （2）图 24 是小红连接的 电路．实验中某次电压表、电流表示数如图 25，电压 U =______ V，电流 I =______A．算出 R =______Ω． （3）小明发现图 24 的电路接线错了，电压表实际测量的是 两端的电压．,KPHY-C003-065,,EPHY-C003-031,EPHY-C003-034;EPHY-C003-040;EPHY-C003-044,模型建构;科学推理,CS-C003-3-4-4;CS-C003-4-2-11,TBPHY-C003-090;TBPHY-C003-092;TBPHY-C003-093;TBPHY-C003-095,SRC-C003-009,SRC-C003-010,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2017-24,2017,SRC-C003-008,2017广州中考.pdf,24,experiment_inquiry,,真题p8,24. 小明看到滑雪运动员从越陡的坡滑下时，越快滑到底端．对此他猜想：“物体离地 高度一定时，斜面坡度越大，物体从静止开始滑到底端的平均速度也越大”．请你设计实验 验证其猜想． （1）实验所需的公式： （2）实验器材：除了图 26 所示的器材，你还需要的测 ． 量 ． 工 ． 具 ． 有____________． （3）实验步骤（可用画图或文字表述）： 滑块 木 长木板 块 图 26,KPHY-C003-026,,EPHY-C003-002,EPHY-C003-040;EPHY-C003-014;EPHY-C003-034,信息提取;数学运算,CS-C003-2-2-2;CS-C003-4-1-5,TBPHY-C003-002;TBPHY-C003-005;TBPHY-C003-006,SRC-C003-009,SRC-C003-010,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-01,2018,SRC-C003-011,2018广州中考.pdf,1,choice,3,真题p1,1. 图 1 是常用的 5 号电池的示意图，其型号的另一种表示方法为“14500”， … … 前两位数是直径，后三位数是高度.这型号电池高度为 图 1 … … A．14mm B．145mm C．500mm D．50.0mm … … … … … … … … 考,KPHY-C003-025,,EPHY-C003-001,,信息提取;科学推理,CS-C003-4-2,,SRC-C003-012,SRC-C003-013,0.82,chatgpt_web,pending_review,false,candidate full question row; stem and candidate mapping repaired from verified source region; stem repaired from verified source region
QPHY-C003-2018-02,2018,SRC-C003-011,2018广州中考.pdf,2,choice,3,真题p1,2. 静置的密封容器内只有氢气.若以○表示氢气分子，图 2 中最能代表容器内氢气分子 分布的是 顶部 顶部 顶部 顶部 底部 底部 底部 底部 A B C D 图 2,KPHY-C003-023,,EPHY-C003-007,,模型建构;科学推理,CS-C003-4-2,,SRC-C003-012,SRC-C003-013,0.82,chatgpt_web,pending_review,false,candidate full question row; stem and candidate mapping repaired from verified source region; stem repaired from verified source region
QPHY-C003-2018-03,2018,SRC-C003-011,2018广州中考.pdf,3,choice,3,真题p1,3．吉他上的弦绷紧时发声的音调比它不紧时高，则绷紧的弦发声比它不紧时 A．振幅一定更大 B．振幅一定更小 C．振动频率一定更低 D．每秒内振动次数一定更多,KPHY-C003-037,,EPHY-C003-003,,科学推理,CS-C003-4-2,,SRC-C003-012,SRC-C003-013,0.82,chatgpt_web,pending_review,false,candidate full question row; stem and candidate mapping repaired from verified source region; stem repaired from verified source region
QPHY-C003-2018-04,2018,SRC-C003-011,2018广州中考.pdf,4,choice,3,真题p1,4．对比图 3 中我国 2017 年发电量和 2030 年预测发电量，预测 A. 火电发电量将减少 B. 水电发电量将增加 C. 我国将以核能发电为主 D. 风电发电量占总发电量的比例将减小 2017 年发电量 2030 年预测发电量 水电 11898 18% （单位：亿千瓦时） 水电 15900 （单位：亿千瓦时） 火电 47570 风电 2950 火电 46627 18% 55% 72% 5% 风电 10000 核电 2481 12% 核电 3600 4% 太阳能 967 4% 太阳能 9300 1% 图 3 11%,KPHY-C003-072,,EPHY-C003-039,,信息提取;科学推理,CS-C003-4-2,,SRC-C003-012,SRC-C003-013,0.82,chatgpt_web,pending_review,false,candidate full question row; stem and candidate mapping repaired from verified source region; stem repaired from verified source region
QPHY-C003-2018-05,2018,SRC-C003-011,2018广州中考.pdf,5,choice,3,真题p1,5．如图4 所示，通电导线a、b 固定不动，左磁体对a 的作用力为F ，右磁体对b 的作用力为 a F ，下列说法正确的是 b N N N N 左 右 左 右 a S - + S b a S + - S b A. Fa 、Fb 方向相反 B. Fa 、Fb 方向相同 N S S S 左 右 左 右 a S - + N b a N + - N b C. Fa 、Fb 方向相反 D. Fa 、Fb 方向相同 图 4,KPHY-C003-047,,EPHY-C003-028,,模型建构;科学推理,CS-C003-4-2,,SRC-C003-012,SRC-C003-013,0.82,chatgpt_web,pending_review,false,candidate full question row; stem and candidate mapping repaired from verified source region; stem repaired from verified source region
QPHY-C003-2018-06,2018,SRC-C003-011,2018广州中考.pdf,6,choice,3,真题p3,"6．如图 5 所示金属球使小芳带电, 则小芳 A．得到电子 B. 失去电子 C. 得到原子核 D. 相互排斥的头发带上同种电荷 金属球 F1 F2 4m 6m O P Q 图 5 图 6",KPHY-C003-017,,EPHY-C003-011,EPHY-C003-012;EPHY-C003-040,科学推理,CS-C003-1-3-1,TBPHY-C003-083,SRC-C003-012,SRC-C003-013,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-07,2018,SRC-C003-011,2018广州中考.pdf,7,choice,3,真题p3,"7. 如图 6 所示，OQ 是水平地面，物体在水平拉力作用下从 O 匀速直线运动到 Q. OP 段 拉力 F 为 300N，F 做的功为 W ,功率为 P ；PQ 段拉力 F 为 200N，F 做的功为 W ,功率为 1 1 1 1 2 2 2 P .则 2 A. W > W B. W < W C. P > P D. P < P 1 2 1 2 1 2 1 2",KPHY-C003-028,,EPHY-C003-013,EPHY-C003-014;EPHY-C003-018;EPHY-C003-040,规范表达;科学推理,CS-C003-2-2-3,TBPHY-C003-041;TBPHY-C003-042,SRC-C003-012,SRC-C003-013,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-08,2018,SRC-C003-011,2018广州中考.pdf,8,choice,3,真题p3,8．如图 7 所示，水平桌面上的甲、乙两物体分别在水平拉力作用下处于静止状态， G > G .甲受到的摩擦力 甲 乙 A．大于 5N B．等于 5N C．大于乙受到的摩擦力 D．等于乙受到的摩擦力 F1=5N 甲 F2=10N 乙 M M M 放热 吸热 （甲物态） （乙物态） （丙物态） 吸热 图 7 图 8,KPHY-C003-028,,EPHY-C003-013,EPHY-C003-014;EPHY-C003-015;EPHY-C003-040,规范表达;科学推理,CS-C003-2-2-3,TBPHY-C003-041;TBPHY-C003-042,SRC-C003-012,SRC-C003-013,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-09,2018,SRC-C003-011,2018广州中考.pdf,9,choice,3,真题p4,9．物质 M 通过吸、放热，出现三种不同物态，如图 8 所示.甲、乙、丙物态依次为 A．固 液 气 B．气 液 固 C．气 固 液 D．液 固 气,KPHY-C003-084,,EPHY-C003-040,,信息提取,CS-C003-4-2,,SRC-C003-012,SRC-C003-013,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-10,2018,SRC-C003-011,2018广州中考.pdf,10,choice,3,真题p4,10．如图 9 所示，甲、乙两个质量不同的小球从相同高度静止释放，甲球下落过程中经 过 P、Q 两点.忽略空气阻力，下列说法正确的是 A. 着地瞬间，两球的动能相等 B. 甲球在 P 点和 Q 点的机械能相等 C. 释放瞬间，两球的重力势能相等 D. 从释放到着地，两球所受重力做的功相等 甲 乙 广州塔 西 东 西 东 P Q 水 图 9 甲（先拍） 图 10 乙（后拍）,KPHY-C003-055,,EPHY-C003-017,EPHY-C003-014;EPHY-C003-016;EPHY-C003-040,科学推理;信息提取,CS-C003-3-2-1,TBPHY-C003-061;TBPHY-C003-064;TBPHY-C003-065,SRC-C003-012,SRC-C003-013,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-11,2018,SRC-C003-011,2018广州中考.pdf,11,choice,3,真题p4,11. 向前直线行驶的车内，小明给小芳连拍两张照片如图 10 所示.拍照过程中车可能 A．向西加速 B．向东加速 C．向西减速 D．向东减速 甲透镜,KPHY-C003-030,,EPHY-C003-016,EPHY-C003-040,科学推理;模型建构,CS-C003-2-2-5,TBPHY-C003-045;TBPHY-C003-046,SRC-C003-012,SRC-C003-013,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-12,2018,SRC-C003-011,2018广州中考.pdf,12,choice,3,真题p4,12．将物体分别放在甲、乙凸透镜前，物距相同，通过甲 主光轴 透镜成正立放大的像，通过乙透镜成倒立缩小的像. 图 11 是 平行于主光轴的光线通过甲透镜的光路图，图 12 中哪幅图可 20 10 0 10 20 能是平行于主光轴的光线通过乙透镜的光路图 图 11 乙透镜 乙透镜 主光轴 主光轴 20 10 0 10 20 20 10 0 10 20 A B 乙透镜 乙透镜 主光轴 主光轴 20 10 0 10 20 20 10 0 10 20 C 图 12 D,KPHY-C003-040,,EPHY-C003-025,EPHY-C003-023;EPHY-C003-040,科学推理;实验探究,CS-C003-2-3-5;CS-C003-4-2-8,TBPHY-C003-025;TBPHY-C003-026;TBPHY-C003-027;TBPHY-C003-028,SRC-C003-012,SRC-C003-013,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-13,2018,SRC-C003-011,2018广州中考.pdf,13,fill_or_drawing,,真题p5,13. 两条光线通过透镜的光路如图 13 所示. （1）该透镜是_______透镜（选填“凹”、“凸”）. （2）光线 a 射向水面.在图中①画出 a 的反射光线；②大致画出 a 进入水中的折射光线； ③标示出反射角 r 和折射角 r . 1 2 （3）逐渐往容器中加水，光线 a 在容器底形成的光斑会_______（选填“左移”、“右移”、 “不动”）. 主光轴 透镜 F1 a 容器 空气 O F2 水 图 13 图 14,KPHY-C003-038,,EPHY-C003-023,EPHY-C003-025;EPHY-C003-040,科学推理;信息提取,CS-C003-2-3-3;CS-C003-4-2-6,TBPHY-C003-019;TBPHY-C003-020;TBPHY-C003-021;TBPHY-C003-023,SRC-C003-012,SRC-C003-013,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-14,2018,SRC-C003-011,2018广州中考.pdf,14,fill_or_drawing,,真题p5,14．O 为支点的轻质杠杆原处于水平静止.现同时施加大小相等的力 F 、F （如图 14）. 1 2 （1）此时杠杆能否保持平衡?______________________ （2）画出图中 F 的力臂 l . 1 1,KPHY-C003-027,,EPHY-C003-014,EPHY-C003-019;EPHY-C003-040,科学推理;模型建构,CS-C003-2-2-3;CS-C003-4-1-6,TBPHY-C003-041;TBPHY-C003-043;TBPHY-C003-044;TBPHY-C003-045,SRC-C003-012,SRC-C003-013,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-15,2018,SRC-C003-011,2018广州中考.pdf,15,fill_or_drawing,,真题p5,15.（1）图 15 是托里拆利实验装置，测得当地大气压等于________mm 高的水银柱所产 生的压强. （2）关于图 15 现象的成因，十七世纪有两种观点.观点一：否认大气压存在，玻璃管内 本应充满液体，液面下降是因为管内的部分液体变成气体，管内气体越多，液面下降越多.观 点二：管内液面上方是真空，大气压支撑起液柱.帕斯卡为了验证哪种观点正确，将两根长 12m 规格相同的玻璃管分别装满水和酒，倒置在相应液体槽中.酒的密度比水小，且比水易变成气 体. 若观点一正确，应出现图 16 中____图的现象.若观点二正确，应出现图 16 中_________ 图的现象. 真空 734mm 760mm 水 酒 水 酒 水 酒 水 水 水银 甲 乙 丙 图 15 图 16,KPHY-C003-033,,EPHY-C003-021,EPHY-C003-020;EPHY-C003-025;EPHY-C003-040,科学推理;信息提取,CS-C003-2-2-8;CS-C003-4-2-3,TBPHY-C003-050;TBPHY-C003-052;TBPHY-C003-053;TBPHY-C003-055,SRC-C003-012,SRC-C003-013,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-16,2018,SRC-C003-011,2018广州中考.pdf,16,fill_or_drawing,,真题p6,16．测量某液体密度的实验如图 17 所示，液体的质量为_________g，依据公式 ρ=_________，液体的密度为_________g/cm3. 电子秤 测空注射器的质量 图 17 测装有 20mL 液体的注射器的质量,KPHY-C003-084,,EPHY-C003-040,EPHY-C003-041;EPHY-C003-044,信息提取,CS-C003-4-2,,SRC-C003-012,SRC-C003-013,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-17,2018,SRC-C003-011,2018广州中考.pdf,17,fill_or_drawing,,真题p6,17. 小明用图 18 中的动滑轮匀速拉动水平地面上的物体 A，测出 A 移动的距离 s、水平 拉力 F 和 A 的重力 G. （1）以上条件能否求出此时滑轮的机械效率 η? 如果能，写出 η 的表达式；如果 条件不足，写出还需补充的物理量的测量步骤和符号，并写出 η 的表达式._________ （η 用 题目已知及补充的物理量符号表示） （2）若 A 在 10s 内运动了 4m，A 的速度为____. 250 N/cm2 1000 N/cm2 F 可测的压强范围 A s 图 18 图 19,KPHY-C003-053,,EPHY-C003-018,EPHY-C003-040;EPHY-C003-002;EPHY-C003-010,数学运算;信息提取,CS-C003-3-1-3,TBPHY-C003-061;TBPHY-C003-062,SRC-C003-012,SRC-C003-013,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-18,2018,SRC-C003-011,2018广州中考.pdf,18,fill_or_drawing,,真题p6,18．白色感压纸受到的压强达到可测最小值时才变色，且颜色随压强变大而变深，大于 可测最大值时颜色不再变深. 感压纸 A 的规格如图 19 所示. 实验 1：用 250N 的压力垂直作用在 A 上，受力面积为 0.25cm2，此压力对 A 的压强为 ____N/cm2. 实验 2：仍用 250N 的压力垂直作用在与 A 规格相同的感压纸上，要使它变色且颜色深 度与实验 1 不同，下列哪些受力面积符合要求?__________ ① 2cm2 ② 0.8cm2 ③ 0. 3cm2 ④ 0.1 cm2 ⑤ 0.01 cm2,KPHY-C003-032,,EPHY-C003-020,EPHY-C003-008;EPHY-C003-011;EPHY-C003-013,数学运算;科学推理,CS-C003-2-2-7,TBPHY-C003-050;TBPHY-C003-051,SRC-C003-012,SRC-C003-013,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-19,2018,SRC-C003-011,2018广州中考.pdf,19,fill_or_drawing,,真题p7,"19．测得某熔断开关 S 在不同电流下的熔断时间如下表.将电磁铁开关和 S 接入电路， 如图 20 所示.当 I ＞4A 时，电磁铁能在 0.1s 内吸动衔铁，使电路断开，衔铁无法自动恢复 至图示位置；当 1A＜I ≤4A 时，电磁铁无法吸动衔铁，S 发热熔断，使电路断开（熔断时间 为 S 开始通电到它熔断的时间）. （1）S 的电阻为 1Ω，当 I =2A，通电时间为____s 时 S 熔断，此过程中 S 产生的热量是 ___J； （2）当 I=5A 时,通电 0.1s，S 能否熔断?__________ （3）若电路中电流方向与图 20 中相反，电磁铁吸引还是排斥衔铁?_______ 电磁铁开关 电流/A 1 1.5 2 4 5 I 用电器 触点 电磁铁 不会 熔断时间/s 220 40 5 2 熔断 衔铁 可 变电压电源 ＋ － S 图 20",KPHY-C003-084,,EPHY-C003-040,EPHY-C003-009;EPHY-C003-027;EPHY-C003-031,信息提取,CS-C003-4-2,,SRC-C003-012,SRC-C003-013,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-20,2018,SRC-C003-011,2018广州中考.pdf,20,analysis_calculation,,真题p4,20．测得某白炽灯在不同电压下的电功率如下表 数据序号 灯两端电压 U/V 灯的电功率 P/W 1 220 40 2 110 12.1 （1）灯两端电压为 220V 时，灯的电阻为多少? （2）灯两端电压为 110V 时，通过灯的电流为多少?通电 100s 灯消耗的电能是多少?,KPHY-C003-040,,EPHY-C003-025,EPHY-C003-040,科学推理;实验探究,CS-C003-2-3-5;CS-C003-4-2-8,TBPHY-C003-025;TBPHY-C003-026;TBPHY-C003-027;TBPHY-C003-028,SRC-C003-012,SRC-C003-013,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-21,2018,SRC-C003-011,2018广州中考.pdf,21,analysis_calculation,,真题p8,21．小明每天测量同一个鸡蛋的质量，再把鸡蛋放入水中，观察它的浮沉情况后，取出 放好. 下表是他记录的部分数据及现象．（鸡蛋的体积保持不变，g=10N/kg，ρ =1.0×103kg/m3） 水 第 1 天 第 8 天 第 29 天 第 57 天 第 58 天 第 70 天 质量 66.8 66.2 64.4 62.0 61.9 60.8 m/g 鸡蛋 在水 中的 位置 沉底 沉底 沉底 悬浮 漂浮 漂浮 （1）求第 57 天鸡蛋所受浮力及鸡蛋的体积. （2）比较第 1 天和第 70 天鸡蛋受到浮力的大小，写出判断依据. （3）根据表格的现象你如何判断鸡蛋存放时间的长短?,KPHY-C003-034,,EPHY-C003-022,EPHY-C003-040;EPHY-C003-041;EPHY-C003-044,模型建构;数学运算;科学推理,CS-C003-2-2-9;CS-C003-4-2-4,TBPHY-C003-056;TBPHY-C003-057;TBPHY-C003-058;TBPHY-C003-059,SRC-C003-012,SRC-C003-013,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-22,2018,SRC-C003-011,2018广州中考.pdf,22,experiment_inquiry,,真题p9,22. 小芳想了解当滑动变阻器与电阻并联时，调节滑片，电阻两端的电压及电路中的电 流怎样改变. （1）实验电路图如图 21 所示，请在图 22 中连接对应的实物图． V A1 -- 3 15 A A2 -- 0.6 3 V 电阻 R A A 1 R -- 0.6 3 - + A 2 图 21 图 22 （2）改变滑动变阻器接入电路的阻值，记录数据如下表. 根据表中数据在图 23 的坐标 系中画出电阻 R 的 U-I 图线. 数据序号 1 2 3 4 电压表示数 U/V 2.40 1.80 1.20 0.60 电流表 A 示数 I /A 0.16 0.12 0.08 0.04 1 1 电流表 A 示数 I /A 0.40 0.75 1.14 1.50 2 2 U/V 2.40 2.00 1.60 1.20 V A 0.80 0.40 ˉ 3 15 ˉ 0.6 3 0 0.04 0.08 0.12 0.16 0.20 I/A 图 23 图 24 （3）某次实验电压表和电流表 A 的示数如图 24 所示，U=______V，I =____A，I =0.90A， 1 1 2 此时通过滑动变阻器的电流为______A. （4）此电路不允许滑动变阻器接入电路的阻值为零，原因是 ____________________. … …,KPHY-C003-084,,EPHY-C003-040,EPHY-C003-031;EPHY-C003-032;EPHY-C003-034,信息提取,CS-C003-4-2,,SRC-C003-012,SRC-C003-013,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-23,2018,SRC-C003-011,2018广州中考.pdf,23,experiment_inquiry,,真题p10,23．如图 25 所示，用加热器给初温均为 20℃的甲、乙液体加热（m 甲 ＜m 乙 ），两种液体 … … 每秒吸收的热量相同. 这两种液体的温度-加热时间的图线如图 26. … … … 70 温度/℃ 甲 … … ºC 60 100 … 80 乙 … 50 60 … 密 40 … 40 加热器 加热器 20 … … 甲 乙 0 30 60 90 120 150 加热时间/s … 图 26 … … … … … 封… 图 25 … … … … （1）某时刻温度计示数如图 25 所示，此时乙的温度为 ℃. … … （2）甲液体第 30s 的内能_______第 35s 的内能（选填“大于”、“等于”、“小于”）. … … （3）小明根据图 26 中 0 至 30s 图线及题目所给信息得出：甲液体的比热容比乙液体的 … … 装 大.你认为小明的说法是否正确? 你的判断依据是什么? … … … … … … … … … … 订…,KPHY-C003-060,,EPHY-C003-009,EPHY-C003-040;EPHY-C003-006;EPHY-C003-008,数学运算;科学推理,CS-C003-3-3-2,TBPHY-C003-081;TBPHY-C003-082,SRC-C003-012,SRC-C003-013,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2018-24,2018,SRC-C003-011,2018广州中考.pdf,24,experiment_inquiry,,真题p11,"24．小明把两端开口的细玻璃管插入水中，发现管内的液面上升（如图 27）.他查资料 得知：管内外液面高度差与水温、管的内径有关.小明想利用这支细玻璃管探究管内外液面高 度差与水温的定量关系,请你帮他设计实验方案. ．．．． （1）实验器材：细玻璃管、___________. （2）实验步骤（可画图或文字表述）： （3）设计记录数据的表格． 图 27",KPHY-C003-084,,EPHY-C003-040,EPHY-C003-042;EPHY-C003-044,信息提取,CS-C003-4-2,,SRC-C003-012,SRC-C003-013,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
