observation_id,year,question_id,question_number,source_material_ids,source_file,evidence_locations,official_exam_point_summary,difficulty_value,discrimination_value,option_distribution_summary,common_errors_summary,teaching_suggestion_summary,confidence,review_status,production_eligible,notes
YRO-C003-2018-05,2018,QPHY-C003-2018-05,5,SRC-C003-013,2018广州中考年报.pdf,年报p17;文档核验:2018Q05逐题分析,考查的科学内容：“运动和相互作用”主题,0.5401,0.7615,A:51.0091%;B:11.3559%;C:29.9711%;D:4.4071%;未选:0.2523%,年报p17逐题分析未检索到明确典型错误表述；已核验为缺项,年报p17逐题分析未检索到明确教学建议表述；已核验为缺项,0.95,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p17; original=2018广州中考.pdf#真题p1; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:common_errors_summary,teaching_suggestion_summary"
YRO-C003-2018-06,2018,QPHY-C003-2018-06,6,SRC-C003-013,2018广州中考年报.pdf,年报p20;文档核验:2018Q06逐题分析,考查的科学内容：“物质”、“运动和相互作用”主题,0.803,0.396,A:16.244%;B:2.5461%;C:0.7747%;D:80.2973%;未选:0.1267%,年报p20逐题分析未检索到明确典型错误表述；已核验为缺项,年报p20逐题分析未检索到明确教学建议表述；已核验为缺项,0.95,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p20; original=2018广州中考.pdf#真题p3; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:common_errors_summary,teaching_suggestion_summary"
YRO-C003-2018-07,2018,QPHY-C003-2018-07,7,SRC-C003-013,2018广州中考年报.pdf,年报p21;文档核验:2018Q07逐题分析,考查的科学内容：“运动和相互作用”、“能量”主题,0.6829,0.5984,A:8.589%;B:8.1427%;C:68.2923%;D:14.7809%;未选:0.185%,年报p21逐题分析未检索到明确典型错误表述；已核验为缺项,年报p21逐题分析未检索到明确教学建议表述；已核验为缺项,0.95,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p21; original=2018广州中考.pdf#真题p3; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:common_errors_summary,teaching_suggestion_summary"
YRO-C003-2018-08,2018,QPHY-C003-2018-08,8,SRC-C003-013,2018广州中考年报.pdf,年报p25;文档核验:2018Q08逐题分析,考查的科学内容：“运动和相互作用”主题,0.6747,0.5544,A:9.2022%;B:67.4694%;C:15.4076%;D:7.5799%;未选:0.3296%,年报p25逐题分析未检索到明确典型错误表述；已核验为缺项,年报p25逐题分析未检索到明确教学建议表述；已核验为缺项,0.95,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p25; original=2018广州中考.pdf#真题p3; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:common_errors_summary,teaching_suggestion_summary"
YRO-C003-2018-09,2018,QPHY-C003-2018-09,9,SRC-C003-013,2018广州中考年报.pdf,年报p26;文档核验:2018Q09逐题分析,考查的科学内容：“物质”主题,0.6171,0.7019,A:13.5881%;B:12.1586%;C:61.7057%;D:12.4266%;未选:0.111%,年报p26逐题分析未检索到明确典型错误表述；已核验为缺项,年报p26逐题分析未检索到明确教学建议表述；已核验为缺项,0.95,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p26; original=2018广州中考.pdf#真题p4; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:common_errors_summary,teaching_suggestion_summary"
YRO-C003-2018-10,2018,QPHY-C003-2018-10,10,SRC-C003-013,2018广州中考年报.pdf,年报p28;文档核验:2018Q10逐题分析,考查的科学内容：“能量”主题,0.5948,0.6196,A:13.1385%;B:59.4847%;C:19.0917%;D:8.0228%;未选:0.2523%,年报p28逐题分析未检索到明确典型错误表述；已核验为缺项,年报p28逐题分析未检索到明确教学建议表述；已核验为缺项,0.95,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p28; original=2018广州中考.pdf#真题p4; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:common_errors_summary,teaching_suggestion_summary"
YRO-C003-2018-11,2018,QPHY-C003-2018-11,11,SRC-C003-013,2018广州中考年报.pdf,年报p30;文档核验:2018Q11逐题分析,考查的科学内容：“运动和相互作用”主题,0.6891,0.5218,A:19.3675%;B:6.2514%;C:68.9134%;D:5.3668%;未选:0.0863%,错选项。 中考后，有老师把此题作为初二的测试题，访谈发现部分学生只观察到广州塔的位置变 化，没看到水杯，直接作答选A。这类学生明显缺少观察全图的习惯，只是抓住图中一个显 著现象就作答。也有极少部分学生选A 的理由是：以广州塔为参照物，判断出车在向西运 动，乙图中车内人与杯子的距…,年报p30逐题分析未检索到明确教学建议表述；已核验为缺项,0.95,reviewed,true,document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p30; original=2018广州中考.pdf#真题p4; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:teaching_suggestion_summary
YRO-C003-2018-12,2018,QPHY-C003-2018-12,12,SRC-C003-013,2018广州中考年报.pdf,年报p32;文档核验:2018Q12逐题分析,考查的科学内容：“运动和相互作用”主题,0.4913,0.6027,A:49.1266%;B:22.8575%;C:10.709%;D:17.077%;未选:0.222%,错选了B 和D 选项（如）。 从 中部分错选的答案来看，八年级上学期学完这内容后，经历了一个学期，学生 对凸透镜成像规律的记忆已经变得模糊，甚至是把规律记反了，从而得到了完全相反的答案， 同时也发现学生没有形成解决问题的思路，只是胡乱地把相关的知识背下来，对物距、像距、 焦距的…,年报p32逐题分析未检索到明确教学建议表述；已核验为缺项,0.95,reviewed,true,document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p32; original=2018广州中考.pdf#真题p4; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:teaching_suggestion_summary
YRO-C003-2018-13,2018,QPHY-C003-2018-13,13,SRC-C003-013,2018广州中考年报.pdf,年报p34;文档核验:2018Q13逐题分析,考查的科学内容：“运动和相互作用”主题,0.6965,0.5665,年报p34未检索到明确选项分布；已核验为缺项或非选择题,年报p34逐题分析未检索到明确典型错误表述；已核验为缺项,教学建议，可以参考2014 年的中考分析报告。 第（3）小题满分：1 分，平均分：0.6613 分，难度：0.6613，区分度：0.601 本小题考查折射的光路图和规律。情景来自人教版初中物理八年级上册第84 页“动手 动脑学物理”的第4 题（如 甲），“一束光射入杯中，在杯底…,0.95,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p34; original=2018广州中考.pdf#真题p5; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:option_distribution_summary,common_errors_summary"
YRO-C003-2018-14,2018,QPHY-C003-2018-14,14,SRC-C003-013,2018广州中考年报.pdf,年报p36;文档核验:2018Q14逐题分析,考查的科学内容：“运动和相互作用”主题,0.6179,0.515,年报p36未检索到明确选项分布；已核验为缺项或非选择题,年报p36逐题分析未检索到明确典型错误表述；已核验为缺项,教学建议可参考前几年相关内容的中考分析报告）。 中考题是最终检测题，由于各种考虑，题目的素材没有充分用于命题。平时的训练， 我们要根据教学内容的需要，充分利用这些题目中的素材，有目的地进行改编。改编后 的题目会更有针对性，能更好地帮助学生掌握方法，能更好地发现学生的问题。如今年…,0.95,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p36; original=2018广州中考.pdf#真题p5; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:option_distribution_summary,common_errors_summary"
YRO-C003-2018-15,2018,QPHY-C003-2018-15,15,SRC-C003-013,2018广州中考年报.pdf,年报p39;文档核验:2018Q15逐题分析,考查的科学内容：“运动和相互作用”主题,0.6324,0.4997,年报p39未检索到明确选项分布；已核验为缺项或非选择题,错选“乙” 的同学都不约而同、“有理有据”地表述：“因为大气压相同，所以液柱高度相同。” 为什么这些学生如此“理直气壮”呢？因为他们根本没有认真阅读题目，没有理解题目 的问题，只是感觉情景见过，就套用以前做过的题的答案。同一题两个空，前一空学生没学 过相关的知识点，也没见过相似…,年报p39逐题分析未检索到明确教学建议表述；已核验为缺项,0.95,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p39; original=2018广州中考.pdf#真题p5; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:option_distribution_summary,teaching_suggestion_summary"
YRO-C003-2018-16,2018,QPHY-C003-2018-16,16,SRC-C003-013,2018广州中考年报.pdf,年报p42;文档核验:2018Q16逐题分析,考查的科学内容：“物质”主题,0.7905,0.5367,年报p42未检索到明确选项分布；已核验为缺项或非选择题,典型错误如下： 错误四：会算质量，但不会写密度公式或写错公式。 2018 年广州市义务教育阶段毕业生学业水平考试质量分析报告物理科   错误五：能写出密度公式，但不明白密度公式中各符号代表什么物理量。 错误六：能写出密度公式，也知道密度公式中各符号所代表的物理量，但不能从图中提…,建议：测量一些固体和液体的密度。如让学生自己设计一种方案，测量酱油、食用 油、醋、盐、塑料制品、肥皂、牛奶等物品的密度。 本题第一个考点：检验学生是否会测量液体的质量。 测空注射器的质量 电子秤  测装有20mL 液体的注射器的质量 2018 年广州市义务教育阶段毕业生学业水平…,0.95,reviewed,true,document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p42; original=2018广州中考.pdf#真题p6; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:option_distribution_summary
YRO-C003-2018-17,2018,QPHY-C003-2018-17,17,SRC-C003-013,2018广州中考年报.pdf,年报p46;文档核验:2018Q17逐题分析,考查的科学内容：“运动和相互作用”、“能量”主题,0.4802,0.6516,A:13.7062%;B:5.8143%;C:25.2385%;D:54.9577%;未选:0.2725%,学生的典型错误如下： 错误类型一： 错误类型二： 第（2）小问学生主要的失分原因是遗漏单位和计算错误。大部分计算错误的学生是用 10 除以4 得到2.5m/s 的答案，也就是把除数和被除数调换，其犯错原因可能是粗心代错数 据，也可能是回忆公式时把速度公式记成 s t v  。…,年报p46逐题分析未检索到明确教学建议表述；已核验为缺项,0.95,reviewed,true,document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p46; original=2018广州中考.pdf#真题p6; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:teaching_suggestion_summary
YRO-C003-2018-18,2018,QPHY-C003-2018-18,18,SRC-C003-013,2018广州中考年报.pdf,年报p50;文档核验:2018Q18逐题分析,考查的科学内容：“运动和相互作用”主题,0.5828,0.6207,年报p50未检索到明确选项分布；已核验为缺项或非选择题,典型错误，这类学生提取了“颜色深度与实验1 不同”信息并与题目所 给的 建立联系，再将思维目标调整为“寻找压强比1000N/cm2 小的”，然后根据压强公 式建立压强与面积的联系。然而，他们忽略了“要使它变色”这一信息。对这些学生追问发 2018 年广州市义务教育阶段毕业生学业…,年报p50逐题分析未检索到明确教学建议表述；已核验为缺项,0.95,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p50; original=2018广州中考.pdf#真题p6; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:option_distribution_summary,teaching_suggestion_summary"
YRO-C003-2018-19,2018,QPHY-C003-2018-19,19,SRC-C003-013,2018广州中考年报.pdf,年报p55;文档核验:2018Q19逐题分析,考查的科学内容：“运动和相互作用”、“能量” 主题,0.6966,0.4993,年报p55未检索到明确选项分布；已核验为缺项或非选择题,错选了排斥。与学生对话的过程中发现，学生答错的主要原因是：当 看到电磁铁的电流方向相反时，以为题目是问电磁铁与磁铁的相互作用。脑海里就立刻想到 “电流方向相反，电磁铁的磁场方向相反”，于是就认为电磁铁与衔铁之间应该由原来的吸 引变为排斥。 （2016 年中考题）春季A 地某屏蔽…,"教学建议，可以参照第16 题第3 点的分析。 第（2）小问： 要求：了解层次。满分：1 分，平均分：0.8483 分，难度：0.8483，区分度：0.3387, 考点：考查学生根据问题从表格提取有效信息的能力。 第（2）小问有两种解题方法。方法一：题目问的是“当I=5A 时,通…",0.95,reviewed,true,document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p55; original=2018广州中考.pdf#真题p7; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:option_distribution_summary
YRO-C003-2018-20,2018,QPHY-C003-2018-20,20,SRC-C003-013,2018广州中考年报.pdf,年报p60;文档核验:2018Q20逐题分析,考查的科学内容：“能量”主题,0.7209,0.7551,年报p60未检索到明确选项分布；已核验为缺项或非选择题,年报p60逐题分析未检索到明确典型错误表述；已核验为缺项,平时教学中把此情景的问题作为实验题或小课题让学生开展探究活动。 （按住Ctrl 点击鼠标，可返回中考卷）,0.95,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p60; original=2018广州中考.pdf#真题p4; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:option_distribution_summary,common_errors_summary"
YRO-C003-2018-21,2018,QPHY-C003-2018-21,21,SRC-C003-013,2018广州中考年报.pdf,年报p64;文档核验:2018Q21逐题分析,考查的科学内容：“物质”、“运动和相互作用”主题,0.5375,0.7744,年报p64未检索到明确选项分布；已核验为缺项或非选择题,典型错误（）会勾起我们 日常辛勤改作业的回忆吧？如此常见的错误，仍有如此高的出错率，为什么我们觉得很简单、 做过好多次、也讲过很多次的题目，作答情况还不理想呢？ 我们可以从 丁、戊中找到答案，这两类学生都是起手就写公式，代入数据才发现 单位不统一，马上补充转化单位过程。其实学生…,年报p64逐题分析未检索到明确教学建议表述；已核验为缺项,0.95,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p64; original=2018广州中考.pdf#真题p8; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:option_distribution_summary,teaching_suggestion_summary"
YRO-C003-2018-22,2018,QPHY-C003-2018-22,22,SRC-C003-013,2018广州中考年报.pdf,年报p72;文档核验:2018Q22逐题分析,考查的科学内容：“能量”主题,0.6895,0.5453,年报p72未检索到明确选项分布；已核验为缺项或非选择题,典型错误一：  这类学生失分的原因是开关、电流表在电路中的位置出错。在抽查样卷统计中，有25.3% 的学生对开关位置判断错误，12.8%的学生对电流表位置判断错误，由此反映出这类学生不 会按照电流方向逐个闭合回路的方法连接电路，建议在平时的教学中，从学电学开始，从简 单电路到最…,平时教学中滑动变阻器接 甲 乙  2018 年广州市义务教育阶段毕业生学业水平考试质量分析报告物理科   线的习题绝对不会只练过一、两次，学生在考试时出现的接错位置的情况绝对不是考试时第 一次出现，建议老师发现问题后，通过面批，了解学生的想法，及时给予反馈意义，让学生 纠正错误…,0.95,reviewed,true,document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p72; original=2018广州中考.pdf#真题p9; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:option_distribution_summary
YRO-C003-2018-23,2018,QPHY-C003-2018-23,23,SRC-C003-013,2018广州中考年报.pdf,年报p77;文档核验:2018Q23逐题分析,考查的科学内容：“物质”、“能量”主题,0.5822,0.4403,年报p77未检索到明确选项分布；已核验为缺项或非选择题,典型错误一：  从答卷可以看出，这类学生是知道运用公式和已知信息来分析问题，出错原因是没有正 确判断出甲、乙液体温度的变化量，其实题目为了降低难度及保证科学性，已提示比较甲、 乙液体在0 至30s 的图线，但有部分学生没有留意，仍被甲、乙液体的沸点不同干扰，提取 信息不当，认为…,教学建议详见2014 年中考中考分析报告第8 题分析） 另外，建议老师可以充分利用同一道题的情景，设计不同的问题。如这道题目还可以设 置有关物质沸点方面的考查，有利于帮助学生建构不同知识板块的联系。可以设问“若增大 乙液体的质量，其沸点________（选填“增大”、“不变”、…,0.95,reviewed,true,document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p77; original=2018广州中考.pdf#真题p10; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:option_distribution_summary
YRO-C003-2018-24,2018,QPHY-C003-2018-24,24,SRC-C003-013,2018广州中考年报.pdf,年报p84;文档核验:2018Q24逐题分析,考查的科学内容：“运动和相互作用”主题,0.5887,0.7583,年报p84未检索到明确选项分布；已核验为缺项或非选择题,学生的典型错误： 有作答的0 分卷超过50%的同学只答“温度计或烧杯”，分析其原因应该是他们没读懂 题目，题目的意思是研究温度与水柱上升高度差的定量关系。看到温度就选温度计，但对水 柱上升高度差忽视了，没意识到高度差要用什么工具测量。 ①学生答卷其中一个典型的错误是误把高度差表…,年报p84逐题分析未检索到明确教学建议表述；已核验为缺项,0.95,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2018广州中考年报.pdf#p84; original=2018广州中考.pdf#真题p11; answer=2018广州中考答案.pdf#参考答案文件对应题号; 难度来自逐题页;区分度来自逐题页; 缺项确认:option_distribution_summary,teaching_suggestion_summary"
YRO-C003-2019-01,2019,QPHY-C003-2019-01,1,SRC-C003-016,2019广州中考年报.pdf,年报p10;文档核验:2019Q01逐题分析,考查的科学内容：“运动和相互作用”主题,,,年报p10未检索到明确选项分布；已核验为缺项或非选择题,年报p10逐题分析未检索到明确典型错误表述；已核验为缺项,教学建议可参考 2016 年中考分析报告第2 题的分析。 （按住Ctrl 点击鼠标，可返回中考卷题1）,0.78,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2019广州中考年报.pdf#p10; original=2019广州中考.pdf#真题p1; answer=2019广州中考答案.pdf#参考答案文件对应题号; 年报逐题页/统计表未检索到难度;年报逐题页/统计表未检索到区分度; 缺项确认:difficulty_value,discrimination_value,option_distribution_summary,common_errors_summary"
YRO-C003-2019-02,2019,QPHY-C003-2019-02,2,SRC-C003-016,2019广州中考年报.pdf,年报p10;文档核验:2019Q02逐题分析,考查的科学内容：“运动和相互作用”主题,,,年报p10未检索到明确选项分布；已核验为缺项或非选择题,错选较多的是D 选项，约有14%的学生认为原子核由质子、中子和电子组成。 猜测学生以为这里问的是原子的组成，由于学生平时只限于在文字上去记忆这堆名词，并不 理解各个粒子之间的关系，这就很容易造成记忆错乱。 从课标的科学内容要求可以看出，原子结构这个内容是占很重要的位置的，教材根…,教学建议   课标要求：知道常见的物质是由分子、原子构成的。知道原子是由原子核和电子构成的， 了解原子的核式模型。了解物质世界从微观到宏观的大致尺度。根据物体尺度的大小设计图 表，按电子—原子核—原子—分子—生物体—地球—太阳系—银河系的顺序排列并标出大致 尺度。 本题的思维难…,0.78,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2019广州中考年报.pdf#p10; original=2019广州中考.pdf#真题p1; answer=2019广州中考答案.pdf#参考答案文件对应题号; 年报逐题页/统计表未检索到难度;年报逐题页/统计表未检索到区分度; 缺项确认:difficulty_value,discrimination_value,option_distribution_summary"
YRO-C003-2019-03,2019,QPHY-C003-2019-03,3,SRC-C003-016,2019广州中考年报.pdf,年报p13;文档核验:2019Q03逐题分析,考查的科学内容：“能量”主题,,,年报p13未检索到明确选项分布；已核验为缺项或非选择题,典型错误合在一起对比如 所示，大多数选用机械能这条思路的 学生都是一开头出现“每次最大高度相同，机械能就守恒”这句二级结论，但其实中间的思维 过程并不简单：物体在各次最高点处，高度相等、同一物体质量相等则重力势能相等，而最 高点速度均为零，动能也相等，再根据“机械能= 动能+ …,教学建议   能判断出B 选项错误的学生，主要有两类典型思路： 其中一类是仅找出最高点速度为零，其他位置速度不为零即可判断速度变化（）。  另一类是使用机械能的相关概念规律来分析速度变化（）。必须指出的是， 的 摆设正常运行往返一次的过程中，小轮在支架上各个位置的机械能不一定相…,0.78,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2019广州中考年报.pdf#p13; original=2019广州中考.pdf#真题p1; answer=2019广州中考答案.pdf#参考答案文件对应题号; 年报逐题页/统计表未检索到难度;年报逐题页/统计表未检索到区分度; 缺项确认:difficulty_value,discrimination_value,option_distribution_summary"
YRO-C003-2019-04,2019,QPHY-C003-2019-04,4,SRC-C003-016,2019广州中考年报.pdf,年报p18;文档核验:2019Q04逐题分析,考查的科学内容：“能量”主题,,,A:2016%;B:2017%;C:6%;D:40%;未选:80%,典型错误恰恰是错误理解温度与内能的关系。内能的定 义“内能是构成物体的所有分子，其热运动的动能与分子势能的总和”，并未确认两物体的分 子数和分子势能，那分子动能较大的物体，就不一定内能越大，但学生的思路往往舍近求远 （），先将分子动能越大翻译成温度越大，再去判断。显然这是因为学…,教学建议   分析。 首先是学生在D 选项的思维过程。 是笔者与某学生关于D 选项的一段QQ 对话。 这段对话的前半部分与笔者从其他学生处获得的反馈类似，反映了大部分学生判断D 选项 的思维过程。很多学生看到D 选项中的关键词“扩散”、“低温”、“高温”，就自然地回想起“温 度…,0.78,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2019广州中考年报.pdf#p18; original=2019广州中考.pdf#真题p1; answer=2019广州中考答案.pdf#参考答案文件对应题号; 年报逐题页/统计表未检索到难度;年报逐题页/统计表未检索到区分度; 缺项确认:difficulty_value,discrimination_value"
YRO-C003-2019-05,2019,QPHY-C003-2019-05,5,SRC-C003-016,2019广州中考年报.pdf,年报p21;文档核验:2019Q05逐题分析,考查的科学内容：“运动和相互作用”主题,,,年报p21未检索到明确选项分布；已核验为缺项或非选择题,年报p21逐题分析未检索到明确典型错误表述；已核验为缺项,教学建议   分析：本题的要求是了解层次。 课标要求：通过实验，探究并了解液体压强与哪些因素有关。 这题只检测了一个考点：液体压强与深度的关系，了解公式中深度的定义。 正确的思维过程如下：当看见题目问“哪处水的压强最小”时，立刻联想到公式 h g p · ·   ， 然后明…,0.78,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2019广州中考年报.pdf#p21; original=2019广州中考.pdf#真题p1; answer=2019广州中考答案.pdf#参考答案文件对应题号; 年报逐题页/统计表未检索到难度;年报逐题页/统计表未检索到区分度; 缺项确认:difficulty_value,discrimination_value,option_distribution_summary,common_errors_summary"
YRO-C003-2019-06,2019,QPHY-C003-2019-06,6,SRC-C003-016,2019广州中考年报.pdf,年报p23;文档核验:2019Q06逐题分析,考查的科学内容：“运动和相互作用”主题,,,年报p23未检索到明确选项分布；已核验为缺项或非选择题,错选了B 选项。  鱼缸底 水面 d 0.5m c 0.2m 石头  石头 b 0.7m a 0.7m 隔板 海水 淡水 2019 年广州市义务教育阶段毕业生学业水平考试试题分析及教学建议   A B C D 2016 年中考第23（1）题：以下哪种操作可让电流表指针摆动？__…,教学建议   A B C D 2016 年中考第23（1）题：以下哪种操作可让电流表指针摆动？________  笔者让学生写出判断各选项的思维过程，发现学生基本都知道要判断是否切割磁感线。 但是对比选B（ 甲）和没选B（ 乙）的两类学生的依据可以发现，学生对“切割” 的理解是…,0.78,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2019广州中考年报.pdf#p23; original=2019广州中考.pdf#真题p2; answer=2019广州中考答案.pdf#参考答案文件对应题号; 年报逐题页/统计表未检索到难度;年报逐题页/统计表未检索到区分度; 缺项确认:difficulty_value,discrimination_value,option_distribution_summary"
YRO-C003-2019-07,2019,QPHY-C003-2019-07,7,SRC-C003-016,2019广州中考年报.pdf,年报p25;文档核验:2019Q07逐题分析,考查的科学内容：“物质”主题,,,A:34%;B:35%;C:32%;D:2019%;未选:27%,年报p25逐题分析未检索到明确典型错误表述；已核验为缺项,教学建议     这道题，然后与其中一个选择了C 选项的学生进行对话，对话内容如下 老师：你能告诉我，你为什么选C ? 学生：因为题目问液体的体积与温度变化的关系，冰水混合在熔化过程中，液体的体积 是在增加的，所以只能选C 了。 老师：为什么液体的体积后来又不变，然后又增加呢？…,0.78,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2019广州中考年报.pdf#p25; original=2019广州中考.pdf#真题p2; answer=2019广州中考答案.pdf#参考答案文件对应题号; 年报逐题页/统计表未检索到难度;年报逐题页/统计表未检索到区分度; 缺项确认:difficulty_value,discrimination_value,common_errors_summary"
YRO-C003-2019-08,2019,QPHY-C003-2019-08,8,SRC-C003-016,2019广州中考年报.pdf,年报p28;文档核验:2019Q08逐题分析,考查的科学内容：“物质”主题,,,年报p28未检索到明确选项分布；已核验为缺项或非选择题,年报p28逐题分析未检索到明确典型错误表述；已核验为缺项,教学建议   A．东 B．南 C．西 D．北 考查的科学内容：“物质”主题 答案：B 分析：本题的要求是了解层次。 课标要求:举例说明机械运动的相对性。用物体的惯性解释自然界和生活中的有关现象。 本题考点是学生能否从连续文本及非连续文本中提取信息，利用物理概念、物理规律判 断装…,0.78,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2019广州中考年报.pdf#p28; original=2019广州中考.pdf#真题p3; answer=2019广州中考答案.pdf#参考答案文件对应题号; 年报逐题页/统计表未检索到难度;年报逐题页/统计表未检索到区分度; 缺项确认:difficulty_value,discrimination_value,option_distribution_summary,common_errors_summary"
YRO-C003-2019-09,2019,QPHY-C003-2019-09,9,SRC-C003-016,2019广州中考年报.pdf,年报p30;文档核验:2019Q09逐题分析,考查的科学内容：“能量”主题,,,年报p30未检索到明确选项分布；已核验为缺项或非选择题,错误答案。 （2017 年） 中力F1 水平拉动重为G 的物体A 在水平路面匀速移动了s．改用滑 轮组拉动A 在同一路面匀速移动了s，拉力为F2（如）．此过程滑轮组 A．总功为F2s B．额外功为F1s C．机械效率为   2 3 Gs F s  D．额外功为3F2s-F…,教学建议    A F2 s A F1 s  经成为了中考每年必考的知识点，每年的中考都以各种题型，不同的情境方式考查学生是否 掌握这三个物理概念。从表格数据看到，历年中考题得分情况并不乐观，今年以选择题形式 进行考查，从选项中给出的干扰项来看，实际上已经大大的降低了难度. 年…,0.78,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2019广州中考年报.pdf#p30; original=2019广州中考.pdf#真题p3; answer=2019广州中考答案.pdf#参考答案文件对应题号; 年报逐题页/统计表未检索到难度;年报逐题页/统计表未检索到区分度; 缺项确认:difficulty_value,discrimination_value,option_distribution_summary"
YRO-C003-2019-10,2019,QPHY-C003-2019-10,10,SRC-C003-016,2019广州中考年报.pdf,年报p34;文档核验:2019Q10逐题分析,考查的科学内容：“运动和相互作用”主题,,,年报p34未检索到明确选项分布；已核验为缺项或非选择题,错选了A，猜测这部分学生不会解读 的信息，以为有 中螺线 管的电流方向，则通电导体受到力的方向就向下。约16%的学生错选C 也是相同的思维误 区，认为螺线管的电流方向相反，同时通电导体的电流也相反，也可得出通电导体受到力的 方向向下。 约有41%的学生错选了A 和C，这都说明这…,教学建议   而选项C 中电池的正负极方向跟选项A 刚好相反，画出电路中电流方向后，可知通电 螺线管中电流方向跟 中的相反，改变电流方向，则通电螺线管两端的N、S 极正好对 调，这时画出的磁感线方向也跟 中的相反（其实学生只要有要图中标磁感线方向习惯， 画比上述的文字更简单）。…,0.78,reviewed,true,"document_verified; reviewer=chatgpt_web; evidence=2019广州中考年报.pdf#p34; original=2019广州中考.pdf#真题p3; answer=2019广州中考答案.pdf#参考答案文件对应题号; 年报逐题页/统计表未检索到难度;年报逐题页/统计表未检索到区分度; 缺项确认:difficulty_value,discrimination_value,option_distribution_summary"
